elapsed_secs,render_class,identity_lhs,identity_rhs,identity_holds
24170,CONSISTENT,1000,1004,0
24180,CONSISTENT,1000,1284,0
24190,CONSISTENT,0,431,0
24200,CONSISTENT,0,714,0
24210,CONSISTENT,0,999,0
24220,CONSISTENT,1000,1257,0
24230,TORN,0,399,
24240,CONSISTENT,0,687,0
24250,CONSISTENT,0,981,0
24260,CONSISTENT,1000,1265,0
24270,CONSISTENT,0,393,0
24280,CONSISTENT,0,688,0
24290,CONSISTENT,0,960,0
24300,CONSISTENT,1000,1224,0
24310,CONSISTENT,0,332,0
24320,CONSISTENT,0,564,0
24330,CONSISTENT,0,809,0
24340,TORN,1000,1083,
24350,CONSISTENT,1000,1349,0
24360,CONSISTENT,0,562,0
24370,CONSISTENT,0,777,0
24380,CONSISTENT,1000,1036,0
24390,CONSISTENT,1000,1305,0
24400,CONSISTENT,0,581,0
24410,CONSISTENT,0,743,0
24420,CONSISTENT,1000,1004,0
24430,CONSISTENT,1000,1250,0
24440,CONSISTENT,1000,1470,0
24450,CONSISTENT,0,581,0
24460,CONSISTENT,0,797,0
24470,CONSISTENT,0,989,0
24480,CONSISTENT,1000,1190,0
24490,CONSISTENT,1000,1392,0
24500,CONSISTENT,0,479,0
24510,CONSISTENT,0,686,0
24520,CONSISTENT,0,950,0
24530,CONSISTENT,1000,1216,0
24540,TORN,1000,1494,
24550,CONSISTENT,0,643,0
24560,TORN,0,876,
24570,CONSISTENT,1000,1159,0
24580,CONSISTENT,1000,1432,0
24590,CONSISTENT,0,629,0
24600,CONSISTENT,0,842,0
24610,CONSISTENT,1000,1038,0
24620,TORN,1000,1290,
24630,CONSISTENT,0,438,0
24640,CONSISTENT,0,723,0
24650,CONSISTENT,0,998,0
24660,CONSISTENT,1000,1279,0
24670,CONSISTENT,0,424,0
24680,CONSISTENT,0,678,0
24690,CONSISTENT,0,967,0
24700,CONSISTENT,1000,1250,0
24710,CONSISTENT,0,411,0
24720,CONSISTENT,0,665,0
24730,CONSISTENT,0,910,0
24740,CONSISTENT,1000,1188,0
24750,CONSISTENT,0,408,0
24760,CONSISTENT,0,603,0
24770,CONSISTENT,0,871,0
24780,CONSISTENT,1000,1085,0
24790,CONSISTENT,1000,1336,0
24800,CONSISTENT,0,483,0
24810,CONSISTENT,0,728,0
24820,CONSISTENT,0,994,0
24830,CONSISTENT,1000,1237,0
24840,CONSISTENT,1000,1510,0
24850,CONSISTENT,0,666,0
24860,CONSISTENT,0,955,0
24870,CONSISTENT,1000,1238,0
24880,CONSISTENT,1000,1498,0
24890,CONSISTENT,0,635,0
24900,CONSISTENT,0,907,0
24910,CONSISTENT,1000,1073,0
24920,CONSISTENT,1000,1329,0
24930,CONSISTENT,0,447,0
24940,TORN,0,701,
24950,CONSISTENT,0,970,0
24960,CONSISTENT,1000,1234,0
24970,CONSISTENT,1000,1527,0
24980,CONSISTENT,0,645,0
24990,TORN,0,923,
25000,CONSISTENT,1000,1203,0
25010,CONSISTENT,1000,1488,0
25020,CONSISTENT,0,646,0
25030,CONSISTENT,0,900,0
25040,CONSISTENT,1000,1185,0
25050,CONSISTENT,1000,1462,0
25060,CONSISTENT,0,606,0
25070,CONSISTENT,0,837,0
25080,CONSISTENT,1000,1104,0
25090,CONSISTENT,1000,1360,0
25100,CONSISTENT,0,634,0
25110,CONSISTENT,0,785,0
25120,CONSISTENT,0,1000,0
25130,CONSISTENT,1000,1251,0
25140,CONSISTENT,1000,1501,0
25150,CONSISTENT,0,638,0
25160,CONSISTENT,0,904,0
25170,CONSISTENT,1000,1130,0
25180,CONSISTENT,1000,1376,0
25190,CONSISTENT,0,514,0
25200,CONSISTENT,0,753,0
25210,CONSISTENT,0,915,0
25220,CONSISTENT,1000,1197,0
25230,CONSISTENT,1000,1477,0
25240,CONSISTENT,0,615,0
25250,CONSISTENT,0,869,0
25261,CONSISTENT,1000,1121,0
25270,CONSISTENT,1000,1337,0
25280,CONSISTENT,0,488,0
25290,CONSISTENT,0,740,0
25300,CONSISTENT,1000,1017,0
25310,CONSISTENT,1000,1257,0
25320,CONSISTENT,0,461,0
25330,CONSISTENT,0,649,0
25340,TORN,0,914,
25350,CONSISTENT,1000,1171,0
25360,CONSISTENT,0,365,0
25370,CONSISTENT,0,554,0
25380,TORN,0,813,
25390,CONSISTENT,1000,1081,0
25400,CONSISTENT,1000,1358,0
25410,CONSISTENT,0,584,0
25420,TORN,0,742,
25430,CONSISTENT,1000,1007,0
25440,CONSISTENT,0,194,0
25451,CONSISTENT,0,410,0
25460,CONSISTENT,0,634,0
25470,CONSISTENT,0,882,0
25480,CONSISTENT,1000,1128,0
25490,CONSISTENT,1000,1377,0
25500,CONSISTENT,0,496,0
25510,CONSISTENT,0,673,0
25520,TORN,0,951,
25530,CONSISTENT,1000,1212,0
25541,CONSISTENT,1000,1471,0
25550,CONSISTENT,0,583,0
25560,CONSISTENT,0,837,0
25570,CONSISTENT,1000,1100,0
25580,CONSISTENT,1000,1363,0
25590,CONSISTENT,0,455,0
25600,CONSISTENT,0,670,0
25610,CONSISTENT,0,890,0
25620,CONSISTENT,1000,1127,0
25630,CONSISTENT,1000,1381,0
25640,CONSISTENT,0,483,0
25650,CONSISTENT,0,718,0
25660,CONSISTENT,0,944,0
25670,CONSISTENT,1000,1154,0
25680,CONSISTENT,0,302,0
25690,CONSISTENT,0,481,0
25700,TORN,0,732,
25710,CONSISTENT,0,974,0
25720,CONSISTENT,1000,1224,0
25730,CONSISTENT,0,397,0
25740,CONSISTENT,0,611,0
25750,CONSISTENT,0,884,0
25760,CONSISTENT,1000,1160,0
25770,CONSISTENT,1000,1446,0
25780,CONSISTENT,0,593,0
25790,CONSISTENT,0,841,0
25800,CONSISTENT,1000,1119,0
25810,CONSISTENT,1000,1309,0
25820,CONSISTENT,0,506,0
25830,CONSISTENT,0,726,0
25840,CONSISTENT,0,978,0
25850,CONSISTENT,1000,1247,0
25860,CONSISTENT,0,513,0
25870,TORN,0,681,
25880,CONSISTENT,0,960,0
25890,CONSISTENT,1000,1211,0
25900,TORN,0,485,
25910,CONSISTENT,0,626,0
25920,CONSISTENT,0,909,0
25930,TORN,1000,1191,
25940,CONSISTENT,1000,1448,0
25950,CONSISTENT,0,595,0
25960,CONSISTENT,0,876,0
25970,CONSISTENT,1000,1159,0
25980,CONSISTENT,1000,1434,0
25990,TORN,0,563,
26000,TORN,0,859,
26010,CONSISTENT,1000,1136,0
26020,CONSISTENT,1000,1413,0
26030,CONSISTENT,0,548,0
26040,CONSISTENT,0,792,0
26050,CONSISTENT,1000,1060,0
26060,CONSISTENT,1000,1349,0
26070,CONSISTENT,0,498,0
26080,TORN,0,791,
26090,TORN,1000,1038,
26100,CONSISTENT,1000,1310,0
26110,CONSISTENT,0,357,0
26120,CONSISTENT,0,611,0
26130,CONSISTENT,0,869,0
26140,CONSISTENT,1000,1110,0
26150,TORN,1000,1383,
26160,CONSISTENT,0,516,0
26170,CONSISTENT,0,760,0
26180,CONSISTENT,1000,1016,0
26190,CONSISTENT,1000,1237,0
26200,CONSISTENT,0,371,0
26210,TORN,0,606,
26220,TORN,0,861,
26230,CONSISTENT,1000,1108,0
26240,CONSISTENT,1000,1372,0
26250,CONSISTENT,0,506,0
26260,CONSISTENT,0,753,0
26270,CONSISTENT,1000,1028,0
26280,CONSISTENT,1000,1280,0
26290,CONSISTENT,0,430,0
26300,CONSISTENT,0,693,0
26310,CONSISTENT,0,921,0
26320,TORN,1000,1174,
26330,CONSISTENT,1000,1407,0
26340,CONSISTENT,0,612,0
26350,CONSISTENT,0,842,0
26360,CONSISTENT,1000,1118,0
26370,CONSISTENT,1000,1388,0
26380,CONSISTENT,0,544,0
26390,CONSISTENT,0,791,0
26400,CONSISTENT,1000,1067,0
26410,CONSISTENT,1000,1264,0
26420,CONSISTENT,0,435,0
26430,TORN,0,646,
26440,CONSISTENT,0,930,0
26450,CONSISTENT,1000,1136,0
26460,CONSISTENT,0,278,0
26470,CONSISTENT,0,474,0
26480,CONSISTENT,0,699,0
26490,CONSISTENT,0,957,0
26500,CONSISTENT,1000,1201,0
26510,CONSISTENT,0,385,0
26520,CONSISTENT,0,495,0
26530,CONSISTENT,0,661,0
26540,TORN,0,881,
26550,TORN,1000,1097,
26560,CONSISTENT,1000,1297,0
26570,CONSISTENT,0,360,0
26580,CONSISTENT,0,538,0
26590,CONSISTENT,0,738,0
26600,CONSISTENT,0,949,0
26610,TORN,1000,1129,
26620,CONSISTENT,0,219,0
26630,CONSISTENT,0,433,0
26640,CONSISTENT,0,650,0
26650,CONSISTENT,0,858,0
26660,CONSISTENT,1000,1056,0
26670,CONSISTENT,1000,1265,0
26680,CONSISTENT,0,409,0
26690,CONSISTENT,0,588,0
26700,CONSISTENT,0,776,0
26710,CONSISTENT,0,924,0
26720,CONSISTENT,1000,1086,0
26730,CONSISTENT,0,184,0
26740,CONSISTENT,0,375,0
26750,CONSISTENT,0,585,0
26760,CONSISTENT,0,816,0
26770,CONSISTENT,1000,1043,0
26780,CONSISTENT,1000,1261,0
26790,CONSISTENT,1000,1452,0
26800,CONSISTENT,0,547,0
26810,CONSISTENT,0,740,0
26820,CONSISTENT,0,945,0
26831,CONSISTENT,1000,1099,0
26840,CONSISTENT,0,290,0
26850,CONSISTENT,0,403,0
26860,CONSISTENT,0,630,0
26870,CONSISTENT,0,864,0
26880,CONSISTENT,1000,1083,0
26890,CONSISTENT,1000,1319,0
26900,CONSISTENT,0,450,0
26910,CONSISTENT,0,688,0
26920,CONSISTENT,0,935,0
26930,TORN,1000,1151,
26940,CONSISTENT,1000,1389,0
26950,CONSISTENT,0,513,0
26960,CONSISTENT,0,760,0
26970,CONSISTENT,1000,1005,0
26980,CONSISTENT,1000,1228,0
26990,CONSISTENT,0,359,0
27000,TORN,0,600,
27010,CONSISTENT,0,756,0
27020,CONSISTENT,0,983,0
27030,CONSISTENT,1000,1201,0
27040,CONSISTENT,0,363,0
27050,CONSISTENT,0,566,0
27060,CONSISTENT,0,798,0
27070,CONSISTENT,1000,1024,0
27080,CONSISTENT,1000,1228,0
27090,CONSISTENT,0,437,0
27100,CONSISTENT,0,573,0
27110,CONSISTENT,0,794,0
27120,TORN,0,988,
27130,CONSISTENT,1000,1200,0
27140,CONSISTENT,1000,1384,0
27150,CONSISTENT,0,493,0
27160,TORN,0,691,
27170,TORN,0,885,
27180,CONSISTENT,1000,1100,0
27190,CONSISTENT,0,310,0
27200,CONSISTENT,0,425,0
27211,CONSISTENT,0,608,0
27220,CONSISTENT,0,794,0
27230,CONSISTENT,1000,1010,0
27240,CONSISTENT,1000,1216,0
27250,CONSISTENT,0,333,0
27261,CONSISTENT,0,558,0
27270,TORN,0,751,
27280,CONSISTENT,0,973,0
27290,CONSISTENT,1000,1186,0
27300,CONSISTENT,1000,1410,0
27310,CONSISTENT,0,428,0
27320,CONSISTENT,0,651,0
27330,CONSISTENT,0,845,0
27340,TORN,1000,1058,
27350,CONSISTENT,1000,1274,0
27360,CONSISTENT,0,366,0
27370,CONSISTENT,0,586,0
27380,CONSISTENT,0,808,0
27390,CONSISTENT,1000,1028,0
27400,CONSISTENT,1000,1234,0
27410,CONSISTENT,0,324,0
27420,CONSISTENT,0,528,0
27430,CONSISTENT,0,752,0
27440,CONSISTENT,0,960,0
27450,CONSISTENT,1000,1178,0
27460,CONSISTENT,1000,1367,0
27470,CONSISTENT,0,467,0
27480,CONSISTENT,0,667,0
27490,CONSISTENT,0,885,0
27500,CONSISTENT,1000,1105,0
27510,CONSISTENT,1000,1299,0
27520,CONSISTENT,0,411,0
27530,CONSISTENT,0,618,0
27540,CONSISTENT,0,828,0
27550,CONSISTENT,1000,1019,0
27560,CONSISTENT,1000,1217,0
27570,CONSISTENT,0,310,0
27580,CONSISTENT,0,513,0
27590,CONSISTENT,0,707,0
27600,TORN,0,853,
27610,CONSISTENT,0,944,0
27620,CONSISTENT,1000,1177,0
27630,CONSISTENT,0,339,0
27640,CONSISTENT,0,680,0
27650,CONSISTENT,0,976,0
27660,CONSISTENT,1000,1306,0
27670,TORN,0,486,
27680,TORN,0,825,
27690,CONSISTENT,1000,1112,0
27700,CONSISTENT,1000,1364,0
27710,CONSISTENT,0,531,0
27720,CONSISTENT,0,862,0
27730,CONSISTENT,1000,1191,0
27740,CONSISTENT,1000,1520,0
27750,CONSISTENT,0,650,0
27760,CONSISTENT,0,947,0
27770,CONSISTENT,1000,1262,0
27780,CONSISTENT,1000,1590,0
27790,TORN,0,774,
27800,TORN,1000,1073,
27810,CONSISTENT,1000,1408,0
27820,CONSISTENT,0,587,0
27830,CONSISTENT,0,906,0
27840,CONSISTENT,1000,1223,0
27851,CONSISTENT,1000,1568,0
27860,CONSISTENT,0,700,0
27870,CONSISTENT,1000,1026,0
27880,CONSISTENT,1000,1359,0
27890,CONSISTENT,1000,1667,0
27900,CONSISTENT,0,822,0
27910,CONSISTENT,0,988,0
27920,CONSISTENT,1000,1299,0
27930,CONSISTENT,0,586,0
27940,CONSISTENT,0,770,0
27950,CONSISTENT,1000,1082,0
27960,TORN,1000,1380,
27970,CONSISTENT,1000,1714,0
27980,CONSISTENT,0,887,0
27990,CONSISTENT,1000,1219,0
28000,CONSISTENT,0,416,0
28010,CONSISTENT,0,674,0
28020,CONSISTENT,0,938,0
28030,TORN,1000,1224,
28040,CONSISTENT,0,406,0
28050,CONSISTENT,0,698,0
28060,TORN,0,952,
28070,CONSISTENT,1000,1163,0
28080,CONSISTENT,0,349,0
28090,CONSISTENT,0,545,0
28100,CONSISTENT,0,835,0
28110,CONSISTENT,1000,1129,0
28120,CONSISTENT,0,374,0
28130,CONSISTENT,0,643,0
28140,CONSISTENT,1000,1011,0
28150,CONSISTENT,1000,1369,0
28160,CONSISTENT,0,546,0
28170,CONSISTENT,0,861,0
28180,CONSISTENT,1000,1203,0
28190,CONSISTENT,1000,1557,0
28200,CONSISTENT,0,752,0
28210,CONSISTENT,1000,1001,0
28220,TORN,1000,1345,
28230,CONSISTENT,1000,1674,0
28240,CONSISTENT,0,856,0
28250,CONSISTENT,1000,1210,0
28260,CONSISTENT,0,486,0
28270,CONSISTENT,0,759,0
28281,TORN,1000,1114,
28290,CONSISTENT,1000,1439,0
28300,CONSISTENT,0,678,0
28310,CONSISTENT,0,954,0
28320,CONSISTENT,1000,1297,0
28330,CONSISTENT,0,530,0
28340,CONSISTENT,0,783,0
28350,TORN,1000,1139,
28360,CONSISTENT,1000,1486,0
28370,CONSISTENT,0,662,0
28380,CONSISTENT,1000,1016,0
28390,CONSISTENT,1000,1359,0
28400,CONSISTENT,1000,1666,0
28410,CONSISTENT,0,850,0
28420,CONSISTENT,1000,1195,0
28430,CONSISTENT,0,542,0
28440,TORN,0,765,
28450,CONSISTENT,1000,1092,0
28460,CONSISTENT,1000,1424,0
28470,CONSISTENT,0,658,0
28480,TORN,0,916,
28490,CONSISTENT,1000,1250,0
28500,CONSISTENT,1000,1583,0
28510,CONSISTENT,0,661,0
28520,CONSISTENT,0,1000,0
28530,CONSISTENT,1000,1328,0
28540,TORN,1000,1669,
28550,CONSISTENT,0,823,0
28560,CONSISTENT,1000,1164,0
28570,CONSISTENT,0,500,0
28580,TORN,0,703,
28590,CONSISTENT,1000,1047,0
28600,CONSISTENT,1000,1373,0
28610,CONSISTENT,0,675,0
28620,CONSISTENT,0,912,0
28630,CONSISTENT,1000,1245,0
28640,CONSISTENT,0,608,0
28650,CONSISTENT,0,793,0
28660,CONSISTENT,1000,1101,0
28670,CONSISTENT,1000,1441,0
28680,TORN,0,629,
28690,CONSISTENT,0,972,0
28700,CONSISTENT,1000,1318,0
28710,CONSISTENT,1000,1634,0
28720,CONSISTENT,0,799,0
28730,CONSISTENT,1000,1148,0
28740,CONSISTENT,1000,1497,0
28750,CONSISTENT,0,715,0
28760,CONSISTENT,0,992,0
28770,CONSISTENT,1000,1312,0
28780,CONSISTENT,0,531,0
28790,TORN,0,834,
28800,CONSISTENT,1000,1159,0
