elapsed_secs,render_class,identity_lhs,identity_rhs,identity_holds
630,CONSISTENT,1000,1767,0
640,TORN,1000,1007,
650,CONSISTENT,1000,1385,0
660,CONSISTENT,1000,1730,0
670,CONSISTENT,0,967,0
680,CONSISTENT,1000,1348,0
690,CONSISTENT,0,587,0
700,CONSISTENT,0,986,0
710,TORN,1000,1344,
720,CONSISTENT,1000,1749,0
730,CONSISTENT,1000,1054,0
740,CONSISTENT,1000,1376,0
750,CONSISTENT,0,733,0
760,CONSISTENT,0,970,0
770,CONSISTENT,1000,1376,0
780,CONSISTENT,1000,1768,0
790,CONSISTENT,0,968,0
800,CONSISTENT,1000,1370,0
810,CONSISTENT,1000,1773,0
820,CONSISTENT,1000,1002,0
830,CONSISTENT,1000,1349,0
840,CONSISTENT,1000,1744,0
850,CONSISTENT,0,969,0
860,CONSISTENT,1000,1353,0
871,CONSISTENT,0,598,0
880,CONSISTENT,0,914,0
890,CONSISTENT,1000,1306,0
900,CONSISTENT,1000,1683,0
910,CONSISTENT,0,787,0
920,CONSISTENT,1000,1137,0
930,CONSISTENT,1000,1522,0
940,CONSISTENT,0,725,0
950,CONSISTENT,1000,1079,0
960,CONSISTENT,1000,1470,0
970,CONSISTENT,0,717,0
980,CONSISTENT,1000,1072,0
990,CONSISTENT,1000,1469,0
1000,CONSISTENT,0,812,0
1010,CONSISTENT,1000,1036,0
1020,TORN,1000,1425,
1030,CONSISTENT,1000,1770,0
1040,CONSISTENT,0,979,0
1050,CONSISTENT,1000,1371,0
1060,CONSISTENT,1000,1763,0
1070,CONSISTENT,0,959,0
1080,CONSISTENT,1000,1318,0
1090,CONSISTENT,1000,1702,0
1100,CONSISTENT,0,872,0
1110,CONSISTENT,1000,1252,0
1120,CONSISTENT,1000,1635,0
1130,TORN,1000,1977,
1140,CONSISTENT,1000,1179,0
1150,CONSISTENT,0,528,0
1160,CONSISTENT,0,780,0
1170,CONSISTENT,1000,1128,0
1180,CONSISTENT,1000,1509,0
1190,CONSISTENT,0,715,0
1200,TORN,1000,1069,
1210,CONSISTENT,1000,1336,0
1220,CONSISTENT,0,532,0
1230,CONSISTENT,0,917,0
1240,CONSISTENT,1000,1270,0
1250,CONSISTENT,1000,1654,0
1260,CONSISTENT,2000,2036,0
1270,CONSISTENT,1000,1241,0
1280,CONSISTENT,0,558,0
1290,CONSISTENT,0,782,0
1300,CONSISTENT,1000,1173,0
1310,CONSISTENT,1000,1518,0
1320,CONSISTENT,0,734,0
1330,CONSISTENT,1000,1122,0
1340,CONSISTENT,1000,1469,0
1350,CONSISTENT,0,675,0
1360,CONSISTENT,1000,1060,0
1370,CONSISTENT,1000,1442,0
1380,CONSISTENT,0,723,0
1390,CONSISTENT,1000,1004,0
1400,CONSISTENT,1000,1396,0
1410,CONSISTENT,1000,1738,0
1420,CONSISTENT,0,939,0
1430,CONSISTENT,1000,1327,0
1440,CONSISTENT,1000,1718,0
1450,CONSISTENT,0,883,0
1460,TORN,1000,1267,
1470,CONSISTENT,1000,1647,0
1480,CONSISTENT,0,839,0
1490,CONSISTENT,1000,1187,0
1500,CONSISTENT,1000,1565,0
1510,TORN,0,670,
1520,CONSISTENT,1000,1021,0
1530,CONSISTENT,1000,1408,0
1540,CONSISTENT,0,684,0
1550,CONSISTENT,1000,1014,0
1560,CONSISTENT,1000,1369,0
1570,CONSISTENT,0,696,0
1580,CONSISTENT,0,974,0
1590,CONSISTENT,1000,1371,0
1600,CONSISTENT,0,707,0
1610,CONSISTENT,0,934,0
1620,CONSISTENT,1000,1321,0
1630,TORN,1000,1705,
1640,CONSISTENT,0,874,0
1650,CONSISTENT,1000,1264,0
1660,CONSISTENT,1000,1653,0
1670,CONSISTENT,0,859,0
1680,CONSISTENT,1000,1212,0
1690,CONSISTENT,1000,1602,0
1700,CONSISTENT,0,805,0
1710,CONSISTENT,1000,1189,0
1720,CONSISTENT,1000,1538,0
1730,CONSISTENT,0,802,0
1740,CONSISTENT,1000,1134,0
1750,CONSISTENT,1000,1525,0
1760,CONSISTENT,0,821,0
1770,CONSISTENT,1000,1081,0
1780,TORN,1000,1471,
1790,CONSISTENT,0,831,0
1800,CONSISTENT,1000,1038,0
1810,CONSISTENT,1000,1309,0
1820,CONSISTENT,0,619,0
1830,CONSISTENT,0,894,0
1840,TORN,1000,1249,
1850,CONSISTENT,0,635,0
1860,CONSISTENT,0,843,0
1870,CONSISTENT,1000,1204,0
1880,CONSISTENT,1000,1599,0
1890,CONSISTENT,0,805,0
1900,CONSISTENT,1000,1191,0
1910,CONSISTENT,1000,1540,0
1920,CONSISTENT,0,738,0
1930,CONSISTENT,1000,1131,0
1940,CONSISTENT,1000,1514,0
1950,CONSISTENT,0,704,0
1960,CONSISTENT,1000,1059,0
1970,CONSISTENT,1000,1453,0
1980,CONSISTENT,0,763,0
1990,CONSISTENT,1000,1011,0
2000,CONSISTENT,1000,1402,0
2010,CONSISTENT,0,786,0
2020,CONSISTENT,0,986,0
2030,TORN,1000,1341,
2040,CONSISTENT,1000,1716,0
2050,CONSISTENT,0,913,0
2060,CONSISTENT,1000,1300,0
2070,CONSISTENT,1000,1639,0
2080,CONSISTENT,0,836,0
2090,CONSISTENT,1000,1213,0
2100,CONSISTENT,1000,1557,0
2110,TORN,0,630,
2120,CONSISTENT,1000,1016,0
2130,CONSISTENT,1000,1401,0
2140,CONSISTENT,0,626,0
2150,CONSISTENT,0,939,0
2160,TORN,1000,1329,
2170,CONSISTENT,0,646,0
2180,TORN,0,912,
2190,CONSISTENT,1000,1261,0
2200,CONSISTENT,1000,1642,0
2210,CONSISTENT,0,841,0
2220,TORN,1000,1230,
2230,CONSISTENT,1000,1566,0
2240,TORN,0,768,
2250,CONSISTENT,1000,1145,0
2260,CONSISTENT,1000,1529,0
2270,CONSISTENT,0,690,0
2280,CONSISTENT,1000,1077,0
2290,CONSISTENT,1000,1459,0
2300,CONSISTENT,0,626,0
2310,CONSISTENT,1000,1003,0
2320,TORN,1000,1378,
2330,CONSISTENT,0,617,0
2340,CONSISTENT,0,913,0
2350,CONSISTENT,1000,1291,0
2360,CONSISTENT,0,617,0
2370,CONSISTENT,0,865,0
2380,CONSISTENT,1000,1204,0
2390,CONSISTENT,1000,1577,0
2400,CONSISTENT,0,776,0
2410,CONSISTENT,1000,1050,0
2421,CONSISTENT,1000,1428,0
2430,CONSISTENT,1000,1775,0
2440,CONSISTENT,0,971,0
2450,CONSISTENT,1000,1350,0
2460,CONSISTENT,0,525,0
2470,CONSISTENT,0,901,0
2480,CONSISTENT,1000,1279,0
2490,CONSISTENT,1000,1664,0
2500,CONSISTENT,0,923,0
2510,CONSISTENT,1000,1208,0
2520,CONSISTENT,1000,1587,0
2530,CONSISTENT,0,874,0
2540,TORN,1000,1129,
2550,CONSISTENT,1000,1477,0
2560,TORN,1000,1858,
2570,CONSISTENT,1000,1059,0
2580,TORN,1000,1413,
2590,CONSISTENT,1000,1797,0
2600,CONSISTENT,0,996,0
2610,CONSISTENT,1000,1383,0
2620,CONSISTENT,1000,1718,0
2630,TORN,0,920,
2640,CONSISTENT,1000,1307,0
2650,CONSISTENT,1000,1689,0
2660,CONSISTENT,0,854,0
2670,CONSISTENT,1000,1236,0
2680,CONSISTENT,1000,1609,0
2690,CONSISTENT,0,814,0
2700,CONSISTENT,1000,1159,0
2710,CONSISTENT,1000,1432,0
2720,CONSISTENT,0,628,0
2730,CONSISTENT,1000,1001,0
2740,CONSISTENT,1000,1343,0
2750,CONSISTENT,1000,1719,0
2760,CONSISTENT,1000,1045,0
2770,CONSISTENT,1000,1260,0
2780,CONSISTENT,0,484,0
2790,CONSISTENT,0,835,0
2800,CONSISTENT,1000,1209,0
2810,CONSISTENT,1000,1550,0
2820,CONSISTENT,1000,1927,0
2830,CONSISTENT,1000,1124,0
2840,CONSISTENT,0,426,0
2850,CONSISTENT,0,667,0
2860,TORN,1000,1037,
2870,CONSISTENT,1000,1416,0
2880,CONSISTENT,1000,1792,0
2890,CONSISTENT,0,958,0
2900,CONSISTENT,1000,1335,0
2910,TORN,1000,1710,
2920,CONSISTENT,0,871,0
2930,TORN,1000,1249,
2940,CONSISTENT,1000,1631,0
2950,CONSISTENT,0,853,0
2960,CONSISTENT,1000,1168,0
2970,CONSISTENT,1000,1551,0
2980,CONSISTENT,0,802,0
2990,CONSISTENT,1000,1125,0
3000,CONSISTENT,1000,1469,0
3010,CONSISTENT,0,583,0
3020,CONSISTENT,0,932,0
3030,TORN,1000,1313,
3040,CONSISTENT,0,557,0
3050,CONSISTENT,0,845,0
3060,CONSISTENT,1000,1229,0
3070,CONSISTENT,1000,1568,0
3080,CONSISTENT,0,859,0
3090,CONSISTENT,1000,1148,0
3100,CONSISTENT,1000,1529,0
3110,TORN,1000,1872,
3120,TORN,1000,1078,
3130,CONSISTENT,1000,1461,0
3140,CONSISTENT,1000,1807,0
3150,CONSISTENT,1000,1002,0
3160,CONSISTENT,1000,1386,0
3170,CONSISTENT,0,583,0
3180,CONSISTENT,0,930,0
3190,CONSISTENT,1000,1303,0
3200,CONSISTENT,1000,1685,0
3211,CONSISTENT,0,886,0
3220,CONSISTENT,1000,1227,0
3230,CONSISTENT,1000,1611,0
3240,CONSISTENT,0,822,0
3250,CONSISTENT,1000,1156,0
3260,CONSISTENT,1000,1537,0
3270,CONSISTENT,0,768,0
3280,CONSISTENT,1000,1106,0
3290,CONSISTENT,1000,1455,0
3300,CONSISTENT,0,711,0
3310,CONSISTENT,0,970,0
3320,CONSISTENT,1000,1306,0
3330,CONSISTENT,0,567,0
3340,TORN,0,879,
3350,CONSISTENT,1000,1264,0
3360,TORN,1000,1614,
3370,TORN,1000,1993,
3380,CONSISTENT,1000,1191,0
3390,CONSISTENT,0,475,0
3400,CONSISTENT,0,734,0
3410,CONSISTENT,1000,1113,0
3420,TORN,1000,1496,
3430,CONSISTENT,1000,1840,0
3440,CONSISTENT,1000,1038,0
3450,CONSISTENT,1000,1424,0
3460,CONSISTENT,0,731,0
3470,CONSISTENT,0,960,0
3480,TORN,1000,1341,
3490,CONSISTENT,1000,1718,0
3501,CONSISTENT,0,921,0
3510,CONSISTENT,1000,1269,0
3520,CONSISTENT,1000,1651,0
3530,TORN,0,845,
3540,CONSISTENT,1000,1196,0
3550,CONSISTENT,1000,1578,0
3560,CONSISTENT,0,773,0
3570,TORN,1000,1154,
3580,CONSISTENT,1000,1501,0
3590,CONSISTENT,0,698,0
3600,CONSISTENT,1000,1068,0
3610,CONSISTENT,1000,1309,0
3620,CONSISTENT,0,508,0
3630,CONSISTENT,0,877,0
3640,CONSISTENT,1000,1262,0
3650,CONSISTENT,1000,1594,0
3660,CONSISTENT,0,855,0
3670,CONSISTENT,1000,1183,0
3680,CONSISTENT,0,389,0
3690,CONSISTENT,0,728,0
3700,CONSISTENT,1000,1107,0
3710,CONSISTENT,1000,1493,0
3720,CONSISTENT,0,727,0
3730,CONSISTENT,1000,1039,0
3740,TORN,1000,1421,
3750,CONSISTENT,0,666,0
3760,CONSISTENT,0,958,0
3770,CONSISTENT,1000,1343,0
3780,CONSISTENT,0,604,0
3790,CONSISTENT,0,920,0
3800,CONSISTENT,1000,1265,0
3810,CONSISTENT,0,546,0
3820,CONSISTENT,0,835,0
3830,CONSISTENT,1000,1176,0
3840,TORN,1000,1555,
3850,TORN,1000,1933,
3860,CONSISTENT,1000,1131,0
3870,CONSISTENT,0,401,0
3880,CONSISTENT,0,676,0
3890,CONSISTENT,1000,1056,0
3900,CONSISTENT,1000,1417,0
3910,CONSISTENT,1000,1665,0
3920,CONSISTENT,0,873,0
3930,CONSISTENT,1000,1251,0
3940,CONSISTENT,1000,1596,0
3950,CONSISTENT,0,796,0
3960,CONSISTENT,1000,1170,0
3970,CONSISTENT,0,548,0
3980,CONSISTENT,0,717,0
3990,CONSISTENT,1000,1095,0
4000,CONSISTENT,1000,1474,0
4010,CONSISTENT,0,687,0
4020,TORN,1000,1020,
4030,TORN,1000,1411,
4040,CONSISTENT,1000,1802,0
4050,CONSISTENT,1000,1002,0
4060,TORN,1000,1362,
4070,CONSISTENT,0,720,0
4080,CONSISTENT,0,950,0
4090,TORN,1000,1346,
4101,CONSISTENT,1000,1732,0
4110,CONSISTENT,0,897,0
4120,TORN,1000,1290,
4130,CONSISTENT,1000,1676,0
4140,CONSISTENT,0,881,0
4150,CONSISTENT,1000,1240,0
4160,CONSISTENT,1000,1623,0
4170,CONSISTENT,0,822,0
4180,CONSISTENT,1000,1217,0
4190,CONSISTENT,1000,1566,0
4200,TORN,0,772,
4210,CONSISTENT,1000,1048,0
4220,CONSISTENT,1000,1438,0
4231,CONSISTENT,1000,1831,0
4240,CONSISTENT,0,993,0
4250,CONSISTENT,1000,1386,0
4260,CONSISTENT,0,617,0
4270,CONSISTENT,0,976,0
4280,TORN,1000,1335,
4290,CONSISTENT,1000,1724,0
4300,TORN,0,926,
4310,TORN,1000,1326,
4320,CONSISTENT,0,565,0
4330,CONSISTENT,0,870,0
4340,CONSISTENT,1000,1265,0
4350,CONSISTENT,1000,1649,0
4360,CONSISTENT,0,811,0
4370,CONSISTENT,1000,1202,0
4380,CONSISTENT,1000,1588,0
4390,CONSISTENT,0,790,0
4400,CONSISTENT,1000,1139,0
4410,CONSISTENT,1000,1519,0
4420,CONSISTENT,0,719,0
4430,CONSISTENT,1000,1109,0
4440,CONSISTENT,1000,1448,0
4450,CONSISTENT,0,657,0
4460,TORN,1000,1045,
4470,CONSISTENT,1000,1394,0
4480,CONSISTENT,0,601,0
4490,CONSISTENT,0,977,0
4500,CONSISTENT,1000,1349,0
4510,CONSISTENT,0,412,0
4520,CONSISTENT,0,807,0
4530,CONSISTENT,1000,1188,0
4540,CONSISTENT,1000,1543,0
4550,CONSISTENT,0,817,0
4560,CONSISTENT,1000,1056,0
4570,CONSISTENT,1000,1437,0
4580,CONSISTENT,0,744,0
4590,TORN,0,980,
4600,CONSISTENT,1000,1354,0
4610,CONSISTENT,0,682,0
4620,CONSISTENT,0,930,0
4630,CONSISTENT,1000,1259,0
4640,CONSISTENT,0,617,0
4650,CONSISTENT,0,832,0
4660,CONSISTENT,1000,1208,0
4670,CONSISTENT,1000,1546,0
4680,CONSISTENT,0,741,0
4690,CONSISTENT,1000,1106,0
4700,CONSISTENT,1000,1487,0
4710,TORN,0,647,
4720,CONSISTENT,1000,1023,0
4730,CONSISTENT,1000,1394,0
4740,CONSISTENT,0,549,0
4750,CONSISTENT,0,931,0
4760,CONSISTENT,1000,1300,0
4770,CONSISTENT,1000,1677,0
4780,TORN,2000,2014,
4790,CONSISTENT,1000,1207,0
4800,CONSISTENT,0,465,0
4810,TORN,0,732,
4820,CONSISTENT,1000,1072,0
4830,CONSISTENT,1000,1428,0
4840,CONSISTENT,1000,1764,0
4850,CONSISTENT,0,960,0
4860,CONSISTENT,1000,1300,0
4870,CONSISTENT,1000,1673,0
4880,CONSISTENT,0,868,0
4890,TORN,1000,1243,
4900,CONSISTENT,1000,1585,0
4910,CONSISTENT,0,832,0
4920,CONSISTENT,1000,1155,0
4930,TORN,1000,1538,
4940,CONSISTENT,0,786,0
4950,CONSISTENT,1000,1072,0
4960,CONSISTENT,1000,1458,0
4971,CONSISTENT,0,688,0
4980,CONSISTENT,1000,1011,0
4990,CONSISTENT,1000,1395,0
5000,CONSISTENT,0,617,0
5010,TORN,0,946,
5020,CONSISTENT,1000,1339,0
5030,CONSISTENT,0,553,0
5040,CONSISTENT,0,929,0
5050,CONSISTENT,1000,1281,0
5060,CONSISTENT,1000,1673,0
5070,CONSISTENT,1000,1037,0
5080,CONSISTENT,1000,1264,0
5090,CONSISTENT,0,444,0
5100,CONSISTENT,0,817,0
5110,CONSISTENT,1000,1094,0
5120,TORN,1000,1482,
5130,CONSISTENT,0,708,0
5140,TORN,1000,1032,
5150,CONSISTENT,1000,1423,0
5160,CONSISTENT,0,644,0
5170,CONSISTENT,0,979,0
5180,TORN,1000,1369,
5190,CONSISTENT,0,575,0
5200,TORN,0,951,
5210,CONSISTENT,1000,1304,0
5220,CONSISTENT,1000,1685,0
5230,CONSISTENT,0,901,0
5240,CONSISTENT,1000,1287,0
5250,CONSISTENT,1000,1635,0
5260,CONSISTENT,1000,1009,0
5270,CONSISTENT,1000,1223,0
5280,CONSISTENT,0,427,0
5290,CONSISTENT,0,811,0
5300,CONSISTENT,1000,1163,0
5310,CONSISTENT,1000,1543,0
5320,CONSISTENT,0,881,0
5330,CONSISTENT,1000,1138,0
5340,CONSISTENT,1000,1496,0
5350,CONSISTENT,0,800,0
5360,CONSISTENT,1000,1092,0
5370,CONSISTENT,1000,1473,0
5380,CONSISTENT,0,733,0
5390,CONSISTENT,1000,1028,0
5400,CONSISTENT,1000,1408,0
5410,CONSISTENT,0,506,0
5420,TORN,0,859,
5430,CONSISTENT,1000,1247,0
5440,CONSISTENT,1000,1636,0
5450,CONSISTENT,0,908,0
5460,TORN,1000,1188,
5470,CONSISTENT,1000,1576,0
5480,CONSISTENT,0,839,0
5490,TORN,1000,1166,
5500,TORN,1000,1520,
5510,CONSISTENT,0,787,0
5520,CONSISTENT,1000,1110,0
5530,CONSISTENT,1000,1500,0
5540,CONSISTENT,0,721,0
5550,CONSISTENT,1000,1055,0
5560,CONSISTENT,1000,1447,0
5570,CONSISTENT,0,646,0
5580,CONSISTENT,0,1000,0
5590,CONSISTENT,1000,1389,0
5600,CONSISTENT,0,594,0
5610,CONSISTENT,0,980,0
5620,CONSISTENT,1000,1324,0
5630,CONSISTENT,1000,1708,0
5640,CONSISTENT,0,983,0
5650,CONSISTENT,1000,1301,0
5660,CONSISTENT,0,526,0
5670,CONSISTENT,0,860,0
5680,CONSISTENT,1000,1250,0
5690,CONSISTENT,1000,1640,0
5700,CONSISTENT,0,871,0
5710,CONSISTENT,1000,1127,0
5720,CONSISTENT,1000,1518,0
5730,CONSISTENT,0,718,0
5740,CONSISTENT,1000,1105,0
5750,CONSISTENT,1000,1454,0
5760,CONSISTENT,0,663,0
5770,TORN,1000,1049,
5780,CONSISTENT,1000,1440,0
5790,CONSISTENT,0,748,0
5800,TORN,0,991,
5810,CONSISTENT,1000,1383,0
5820,CONSISTENT,1000,1774,0
5830,CONSISTENT,1000,1001,0
5840,TORN,1000,1333,
5850,CONSISTENT,0,533,0
5860,CONSISTENT,0,916,0
5870,CONSISTENT,1000,1271,0
5880,CONSISTENT,1000,1651,0
5890,TORN,0,856,
5900,TORN,1000,1250,
5910,CONSISTENT,1000,1593,0
5920,CONSISTENT,0,810,0
5930,CONSISTENT,1000,1202,0
5940,CONSISTENT,1000,1584,0
5950,CONSISTENT,0,747,0
5960,CONSISTENT,1000,1141,0
5970,CONSISTENT,1000,1527,0
5980,TORN,0,736,
5990,CONSISTENT,1000,1087,0
6000,CONSISTENT,1000,1472,0
6010,CONSISTENT,0,559,0
6020,CONSISTENT,0,951,0
6030,CONSISTENT,1000,1330,0
6040,CONSISTENT,1000,1682,0
6050,TORN,0,886,
6060,CONSISTENT,1000,1274,0
6070,CONSISTENT,1000,1666,0
6080,CONSISTENT,0,833,0
6090,TORN,1000,1225,
6100,TORN,1000,1610,
6110,CONSISTENT,0,817,0
6120,CONSISTENT,1000,1170,0
6130,CONSISTENT,1000,1558,0
6140,CONSISTENT,0,757,0
6150,CONSISTENT,1000,1151,0
6160,CONSISTENT,1000,1497,0
6170,CONSISTENT,0,716,0
6180,CONSISTENT,1000,1105,0
6190,CONSISTENT,1000,1494,0
6200,CONSISTENT,1000,1847,0
6210,CONSISTENT,1000,1051,0
6220,CONSISTENT,1000,1438,0
6230,CONSISTENT,0,639,0
6240,CONSISTENT,0,990,0
6250,TORN,1000,1382,
6260,CONSISTENT,1000,1769,0
6270,CONSISTENT,0,968,0
6280,CONSISTENT,1000,1324,0
6290,CONSISTENT,1000,1716,0
6300,CONSISTENT,0,909,0
6310,CONSISTENT,1000,1191,0
6320,CONSISTENT,1000,1544,0
6330,CONSISTENT,1000,1935,0
6340,CONSISTENT,1000,1137,0
6350,CONSISTENT,0,515,0
6360,CONSISTENT,0,727,0
6370,CONSISTENT,1000,1079,0
6380,CONSISTENT,1000,1471,0
6390,CONSISTENT,0,819,0
6400,CONSISTENT,1000,1062,0
6410,CONSISTENT,1000,1414,0
6420,CONSISTENT,0,731,0
6430,CONSISTENT,1000,1003,0
6440,CONSISTENT,1000,1388,0
6450,CONSISTENT,0,652,0
6460,CONSISTENT,0,948,0
6470,CONSISTENT,1000,1347,0
6480,CONSISTENT,0,556,0
6490,TORN,0,898,
6500,CONSISTENT,1000,1293,0
6510,CONSISTENT,0,497,0
6520,TORN,0,882,
6530,CONSISTENT,1000,1242,0
6540,CONSISTENT,1000,1630,0
6550,CONSISTENT,0,935,0
6560,CONSISTENT,1000,1220,0
6570,CONSISTENT,1000,1575,0
6580,CONSISTENT,0,807,0
6590,CONSISTENT,1000,1161,0
6600,CONSISTENT,1000,1545,0
6610,CONSISTENT,0,650,0
6620,CONSISTENT,0,997,0
6630,CONSISTENT,1000,1386,0
6640,CONSISTENT,1000,1766,0
6650,CONSISTENT,0,973,0
6660,CONSISTENT,1000,1319,0
6670,TORN,1000,1707,
6680,CONSISTENT,0,914,0
6690,CONSISTENT,1000,1306,0
6700,TORN,1000,1654,
6710,CONSISTENT,0,860,0
6720,CONSISTENT,1000,1246,0
6730,CONSISTENT,0,634,0
6741,CONSISTENT,0,853,0
6750,CONSISTENT,1000,1199,0
6760,CONSISTENT,0,544,0
6770,CONSISTENT,0,803,0
6780,CONSISTENT,1000,1192,0
6790,CONSISTENT,1000,1546,0
6800,CONSISTENT,0,904,0
6810,TORN,1000,1141,
6820,CONSISTENT,1000,1535,0
6830,CONSISTENT,0,861,0
6840,CONSISTENT,1000,1083,0
6850,TORN,1000,1479,
6860,CONSISTENT,0,759,0
6870,CONSISTENT,1000,1038,0
6880,CONSISTENT,1000,1430,0
6890,CONSISTENT,0,650,0
6900,CONSISTENT,1000,1007,0
6910,CONSISTENT,1000,1251,0
6920,CONSISTENT,0,459,0
6930,CONSISTENT,0,849,0
6940,CONSISTENT,1000,1239,0
6950,CONSISTENT,1000,1636,0
6960,CONSISTENT,0,799,0
6970,CONSISTENT,1000,1189,0
6980,CONSISTENT,1000,1585,0
6990,CONSISTENT,0,787,0
7000,CONSISTENT,1000,1176,0
7010,TORN,1000,1530,
7020,CONSISTENT,0,731,0
7030,CONSISTENT,1000,1129,0
7040,CONSISTENT,1000,1523,0
7050,CONSISTENT,1000,1869,0
7060,CONSISTENT,1000,1073,0
7070,CONSISTENT,1000,1454,0
7080,CONSISTENT,0,838,0
7090,TORN,1000,1015,
7100,CONSISTENT,1000,1403,0
7110,CONSISTENT,0,726,0
7120,CONSISTENT,1000,1003,0
7130,CONSISTENT,1000,1398,0
7140,CONSISTENT,0,623,0
7150,CONSISTENT,0,949,0
7160,CONSISTENT,1000,1344,0
7170,CONSISTENT,0,668,0
7181,CONSISTENT,0,939,0
7190,CONSISTENT,1000,1288,0
7200,CONSISTENT,1000,1667,0
7210,CONSISTENT,0,794,0
7220,CONSISTENT,1000,1140,0
7230,CONSISTENT,1000,1500,0
7240,CONSISTENT,0,701,0
7250,CONSISTENT,1000,1083,0
7260,CONSISTENT,1000,1462,0
7270,CONSISTENT,0,621,0
7280,CONSISTENT,1000,1002,0
7290,CONSISTENT,1000,1385,0
7300,CONSISTENT,0,581,0
7311,TORN,0,961,
7320,CONSISTENT,1000,1303,0
7330,CONSISTENT,0,527,0
7340,TORN,0,881,
7351,TORN,1000,1263,
7360,CONSISTENT,1000,1606,0
7370,CONSISTENT,1000,1988,0
7380,CONSISTENT,1000,1190,0
7390,CONSISTENT,0,442,0
7400,CONSISTENT,0,730,0
7410,CONSISTENT,1000,1120,0
7420,TORN,1000,1507,
7430,TORN,1000,1890,
7440,CONSISTENT,1000,1064,0
7450,CONSISTENT,1000,1447,0
7460,CONSISTENT,0,648,0
7470,CONSISTENT,1000,1008,0
7480,CONSISTENT,1000,1355,0
7490,CONSISTENT,1000,1745,0
7500,CONSISTENT,0,945,0
7510,CONSISTENT,1000,1230,0
7520,CONSISTENT,0,552,0
7530,CONSISTENT,0,789,0
7540,CONSISTENT,1000,1181,0
7550,CONSISTENT,1000,1570,0
7560,CONSISTENT,0,933,0
7571,CONSISTENT,1000,1184,0
7580,CONSISTENT,0,412,0
7590,CONSISTENT,0,742,0
7600,TORN,1000,1139,
7610,CONSISTENT,1000,1528,0
7620,CONSISTENT,0,697,0
7630,CONSISTENT,1000,1093,0
7640,CONSISTENT,1000,1478,0
7650,CONSISTENT,0,681,0
7660,TORN,1000,1077,
7670,CONSISTENT,1000,1432,0
7680,TORN,1000,1826,
7690,CONSISTENT,1000,1030,0
7700,CONSISTENT,1000,1422,0
7710,CONSISTENT,0,588,0
7720,TORN,0,988,
7730,CONSISTENT,1000,1377,0
7740,CONSISTENT,1000,1772,0
7750,CONSISTENT,0,937,0
7760,CONSISTENT,1000,1322,0
7770,CONSISTENT,0,664,0
7780,CONSISTENT,0,913,0
7790,TORN,1000,1305,
7800,CONSISTENT,0,544,0
7810,TORN,0,815,
7820,CONSISTENT,1000,1206,0
7830,CONSISTENT,1000,1597,0
7840,CONSISTENT,0,902,0
7850,CONSISTENT,1000,1158,0
7860,TORN,1000,1553,
7870,CONSISTENT,0,752,0
7880,CONSISTENT,1000,1150,0
7890,CONSISTENT,1000,1504,0
7900,CONSISTENT,0,713,0
7910,CONSISTENT,1000,1103,0
7920,CONSISTENT,1000,1482,0
7931,CONSISTENT,0,684,0
7940,CONSISTENT,1000,1040,0
7950,TORN,1000,1430,
7960,TORN,0,639,
7970,CONSISTENT,1000,1032,0
