elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50
11570,366822,39000,39000,0,0,0,0,0,848707,39,366783,39,369,369,735,1149,2,0,1041,369,369,369,367,367,2,1,39000,39,39,39,9,735,9,735,39000,39,39000,39,848707,39,8282052,0
11580,367212,39000,39000,0,0,0,0,0,848707,39,367173,39,369,369,735,1539,2,0,1041,369,369,369,367,367,12,1,39000,39,39,39,9,735,9,735,39000,39,39000,39,848707,39,8291022,0
11590,367413,39000,39000,0,0,0,0,0,848707,39,367374,39,369,369,736,741,1,1000,702,369,369,369,368,368,22,1,39000,39,39,39,9,736,9,736,39000,39,39000,39,848707,39,8295668,0
11600,367811,39000,39000,0,0,0,0,0,848707,39,367772,39,370,370,737,1139,2,0,1010,370,370,370,368,368,2,1,39000,39,39,39,9,737,9,737,39000,39,39000,39,848707,39,8304845,0
11610,368203,39000,39000,0,0,0,0,0,848707,39,368164,39,370,370,737,1531,2,0,1010,370,370,370,368,368,12,1,39000,39,39,39,9,737,9,737,39000,39,39000,39,848707,39,8313861,0
11620,368402,39000,39000,0,0,0,0,0,848707,39,368363,39,370,370,738,731,1,1000,572,370,370,370,369,369,22,1,39000,39,39,39,9,738,9,738,39000,39,39000,39,848707,39,8318438,0
11630,368797,39000,39000,0,0,0,0,0,848707,39,368758,39,371,371,739,1126,2,0,1001,371,371,371,369,369,2,1,39000,39,39,39,9,739,9,739,39000,39,39000,39,848707,39,8327523,0
11640,369154,39000,39000,0,0,0,0,0,848707,39,369115,39,371,371,739,1483,2,0,1001,371,371,371,369,369,12,1,39000,39,39,39,9,739,9,739,39000,39,39000,39,848707,39,8335734,0
11650,369538,39000,39000,0,0,0,0,0,848707,39,369499,39,371,371,739,1867,2,0,1001,371,371,371,369,369,22,1,39000,39,39,39,9,739,9,739,39000,39,39000,39,848707,39,8344566,0
11660,369743,39000,39000,0,0,0,0,0,848707,39,369704,39,372,372,741,1073,2,0,1048,372,372,372,370,370,0,1,39000,39,39,39,9,741,9,741,39000,39,39000,39,848707,39,8349304,0
11670,370141,39000,39000,0,0,0,0,0,848707,39,370102,39,372,372,741,1471,2,0,1048,372,372,372,370,370,10,1,39000,39,39,39,9,741,9,741,39000,39,39000,39,848707,39,8358458,0
11680,370337,39000,39000,0,0,0,0,0,848707,39,370298,39,372,372,742,668,1,1000,554,372,372,372,371,371,20,1,39000,39,39,39,9,742,9,742,39000,39,39000,39,848707,39,8362989,0
11690,370688,39000,39000,0,0,0,0,0,848707,39,370649,39,373,373,743,1019,2,0,1013,373,373,373,371,371,0,1,39000,39,39,39,9,743,9,743,39000,39,39000,39,848707,39,8371085,0
11700,371086,39000,39000,0,0,0,0,0,848707,39,371047,39,373,373,743,1417,2,0,1013,373,373,373,371,371,8,1,39000,39,39,39,9,743,9,743,39000,39,39000,39,848707,39,8380216,0
11710,371206,39000,39000,0,0,0,0,0,848707,39,371167,39,373,373,744,538,1,1000,522,373,373,373,372,372,19,1,39000,39,39,39,9,744,9,744,39000,39,39000,39,848707,39,8382999,0
11720,371580,39000,39000,0,0,0,0,0,848707,39,371541,39,373,373,744,912,1,1000,522,373,373,373,372,372,29,1,39000,39,39,39,9,744,9,744,39000,39,39000,39,848707,39,8391624,0
11730,371974,39000,39000,0,0,0,0,0,848707,39,371935,39,374,374,745,1306,2,0,1031,374,374,374,372,372,6,1,39000,39,39,39,9,745,9,745,39000,39,39000,39,848707,39,8400663,0
11740,372375,39000,39000,0,0,0,0,0,848707,39,372336,39,374,374,745,1707,2,0,1031,374,374,374,372,372,16,1,39000,39,39,39,9,745,9,745,39000,39,39000,39,848707,39,8409886,0
11750,372583,39000,39000,0,0,0,0,0,848707,39,372544,39,374,374,746,916,1,1000,912,374,374,374,373,373,26,1,39000,39,39,39,9,746,9,746,39000,39,39000,39,848707,39,8414693,0
11760,372915,39000,39000,0,0,0,0,0,848707,39,372876,39,375,375,747,1248,2,0,1007,375,375,375,373,373,6,1,39000,39,39,39,9,747,9,747,39000,39,39000,39,848707,39,8422329,0
11770,373319,39000,39000,0,0,0,0,0,848707,39,373280,39,375,375,747,1652,2,0,1007,375,375,375,373,373,16,1,39000,39,39,39,9,747,9,747,39000,39,39000,39,848707,39,8431621,0
11780,373517,39000,39000,0,0,0,0,0,848707,39,373478,39,375,375,748,851,1,1000,828,375,375,375,374,374,26,1,39000,39,39,39,9,748,9,748,39000,39,39000,39,848707,39,8436221,0
11790,373912,39000,39000,0,0,0,0,0,848707,39,373873,39,376,376,749,1246,2,0,1071,376,376,376,374,374,4,1,39000,39,39,39,9,749,9,749,39000,39,39000,39,848707,39,8445306,0
11800,374304,39000,39000,0,0,0,0,0,848707,39,374265,39,376,376,749,1638,2,0,1071,376,376,376,374,374,14,1,39000,39,39,39,9,749,9,749,39000,39,39000,39,848707,39,8454299,0
11810,374456,39000,39000,0,0,0,0,0,848707,39,374417,39,376,376,750,791,1,1000,734,376,376,376,375,375,22,1,39000,39,39,39,9,750,9,750,39000,39,39000,39,848707,39,8457818,0
11820,374857,39000,39000,0,0,0,0,0,848707,39,374818,39,377,377,751,1192,2,0,1034,377,377,377,375,375,2,1,39000,39,39,39,9,751,9,751,39000,39,39000,39,848707,39,8467041,0
11830,375253,39000,39000,0,0,0,0,0,848707,39,375214,39,377,377,751,1588,2,0,1034,377,377,377,375,375,14,1,39000,39,39,39,9,751,9,751,39000,39,39000,39,848707,39,8476172,0
11840,375460,39000,39000,0,0,0,0,0,848707,39,375421,39,377,377,752,796,1,1000,615,377,377,377,376,376,22,1,39000,39,39,39,9,752,9,752,39000,39,39000,39,848707,39,8480933,0
11850,375855,39000,39000,0,0,0,0,0,848707,39,375816,39,378,378,753,1191,2,0,1037,378,378,378,376,376,2,1,39000,39,39,39,9,753,9,753,39000,39,39000,39,848707,39,8490041,0
11860,376247,39000,39000,0,0,0,0,0,848707,39,376208,39,378,378,753,1584,2,0,1037,378,378,378,376,376,14,1,39000,39,39,39,9,753,9,753,39000,39,39000,39,848707,39,8499057,0
11870,376502,39000,39000,0,0,0,0,0,848707,39,376463,39,378,378,754,839,1,1000,830,378,378,378,377,377,22,1,39000,39,39,39,9,754,9,754,39000,39,39000,39,848707,39,8504922,0
11880,376794,39000,39000,0,0,0,0,0,848707,39,376755,39,379,379,755,1131,2,0,1002,379,379,379,377,377,2,1,39000,39,39,39,9,755,9,755,39000,39,39000,39,848707,39,8511638,0
11890,377193,39000,39000,0,0,0,0,0,848707,39,377154,39,379,379,755,1530,2,0,1002,379,379,379,377,377,12,1,39000,39,39,39,9,755,9,755,39000,39,39000,39,848707,39,8520838,0
11900,377555,39000,39000,0,0,0,0,0,848707,39,377516,39,379,379,756,893,1,1000,877,379,379,379,378,378,22,1,39000,39,39,39,9,756,9,756,39000,39,39000,39,848707,39,8529164,0
11910,377792,39000,39000,0,0,0,0,0,848707,39,377753,39,380,380,757,1130,2,0,1078,380,380,380,378,378,0,1,39000,39,39,39,9,757,9,757,39000,39,39000,39,848707,39,8534615,0
11920,378188,39000,39000,0,0,0,0,0,848707,39,378149,39,380,380,757,1526,2,0,1078,380,380,380,378,378,10,1,39000,39,39,39,9,757,9,757,39000,39,39000,39,848707,39,8543746,0
11930,378436,39000,39000,0,0,0,0,0,848707,39,378397,39,380,380,758,775,1,1000,768,380,380,380,379,379,20,1,39000,39,39,39,9,758,9,758,39000,39,39000,39,848707,39,8549450,0
11940,378736,39000,39000,0,0,0,0,0,848707,39,378697,39,381,381,759,1075,2,0,1039,381,381,381,379,379,0,1,39000,39,39,39,9,759,9,759,39000,39,39000,39,848707,39,8556350,0
11950,379133,39000,39000,0,0,0,0,0,848707,39,379094,39,381,381,759,1472,2,0,1039,381,381,381,379,379,10,1,39000,39,39,39,9,759,9,759,39000,39,39000,39,848707,39,8565504,0
11960,379342,39000,39000,0,0,0,0,0,848707,39,379303,39,381,381,760,682,1,1000,650,381,381,381,380,380,20,1,39000,39,39,39,9,760,9,760,39000,39,39000,39,848707,39,8570334,0
11970,379734,39000,39000,0,0,0,0,0,848707,39,379695,39,382,382,761,1074,2,0,1017,382,382,382,380,380,0,1,39000,39,39,39,9,761,9,761,39000,39,39000,39,848707,39,8579350,0
11980,380125,39000,39000,0,0,0,0,0,848707,39,380086,39,382,382,761,1465,2,0,1017,382,382,382,380,380,10,1,39000,39,39,39,9,761,9,761,39000,39,39000,39,848707,39,8588320,0
11990,380328,39000,39000,0,0,0,0,0,848707,39,380289,39,382,382,762,669,1,1000,547,382,382,382,381,381,20,1,39000,39,39,39,9,762,9,762,39000,39,39000,39,848707,39,8593012,0
12000,380671,39000,39000,0,0,0,0,0,848707,39,380632,39,382,382,762,1012,2,1000,547,382,383,382,381,381,30,1,39000,39,39,39,9,762,9,762,39000,39,39000,39,848707,39,8600901,0
12010,380947,39000,39000,0,0,0,0,0,848707,39,380908,39,383,383,763,1288,2,0,1035,383,383,383,381,381,6,1,39000,39,39,39,9,763,9,763,39000,39,39000,39,848707,39,8607249,0
12020,381338,39000,39000,0,0,0,0,0,848707,39,381299,39,383,383,763,1679,2,0,1035,383,383,383,381,381,16,1,39000,39,39,39,9,763,9,763,39000,39,39000,39,848707,39,8616242,0
12030,381539,39000,39000,0,0,0,0,0,848707,39,381500,39,383,383,764,881,1,1000,732,383,383,383,382,382,26,1,39000,39,39,39,9,764,9,764,39000,39,39000,39,848707,39,8620888,0
12040,381928,39000,39000,0,0,0,0,0,848707,39,381889,39,384,384,765,1270,2,0,1080,384,384,384,382,382,4,1,39000,39,39,39,9,765,9,765,39000,39,39000,39,848707,39,8629835,0
12050,382281,39000,39000,0,0,0,0,0,848707,39,382242,39,384,384,766,624,1,1000,621,384,384,384,383,383,14,1,39000,39,39,39,9,766,9,766,39000,39,39000,39,848707,39,8637977,0
12060,382476,39000,39000,0,0,0,0,0,848707,39,382437,39,384,384,766,819,1,1000,621,384,384,384,383,383,22,1,39000,39,39,39,9,766,9,766,39000,39,39000,39,848707,39,8642462,0
12070,382867,39000,39000,0,0,0,0,0,848707,39,382828,39,385,385,767,1210,2,0,1062,385,385,385,383,383,2,1,39000,39,39,39,9,767,9,767,39000,39,39000,39,848707,39,8651478,0
12080,383189,39000,39000,0,0,0,0,0,848707,39,383150,39,385,385,768,533,1,1000,529,385,385,385,384,384,14,1,39000,39,39,39,9,768,9,768,39000,39,39000,39,848707,39,8658884,0
12090,383459,39000,39000,0,0,0,0,0,848707,39,383420,39,385,385,768,803,1,1000,529,385,385,385,384,384,24,1,39000,39,39,39,9,768,9,768,39000,39,39000,39,848707,39,8665094,0
12100,383846,39000,39000,0,0,0,0,0,848707,39,383807,39,386,386,769,1190,2,0,1025,386,386,386,384,384,4,1,39000,39,39,39,9,769,9,769,39000,39,39000,39,848707,39,8673995,0
12110,384242,39000,39000,0,0,0,0,0,848707,39,384203,39,386,386,769,1586,2,0,1025,386,386,386,384,384,14,1,39000,39,39,39,9,769,9,769,39000,39,39000,39,848707,39,8683103,0
12120,384525,39000,39000,0,0,0,0,0,848707,39,384486,39,386,386,770,870,1,1000,869,386,386,386,385,385,22,1,39000,39,39,39,9,770,9,770,39000,39,39000,39,848707,39,8689635,0
12130,384782,39000,39000,0,0,0,0,0,848707,39,384743,39,387,387,771,1127,2,0,1001,387,387,387,385,385,2,1,39000,39,39,39,9,771,9,771,39000,39,39000,39,848707,39,8695546,0
12140,385183,39000,39000,0,0,0,0,0,848707,39,385144,39,387,387,771,1528,2,0,1001,387,387,387,385,385,12,1,39000,39,39,39,9,771,9,771,39000,39,39000,39,848707,39,8704792,0
12150,385461,39000,39000,0,0,0,0,0,848707,39,385422,39,387,387,772,807,1,1000,804,387,387,387,386,386,22,1,39000,39,39,39,9,772,9,772,39000,39,39000,39,848707,39,8711186,0
12160,385766,39000,39000,0,0,0,0,0,848707,39,385727,39,388,388,773,1112,2,0,1050,388,388,388,386,386,0,1,39000,39,39,39,9,773,9,773,39000,39,39000,39,848707,39,8718201,0
12170,386163,39000,39000,0,0,0,0,0,848707,39,386124,39,388,388,773,1509,2,0,1050,388,388,388,386,386,10,1,39000,39,39,39,9,773,9,773,39000,39,39000,39,848707,39,8727332,0
12181,386371,39000,39000,0,0,0,0,0,848707,39,386332,39,388,388,774,718,1,1000,711,388,388,388,387,387,20,1,39000,39,39,39,9,774,9,774,39000,39,39000,39,848707,39,8732139,0
12190,386719,39000,39000,0,0,0,0,0,848707,39,386680,39,389,389,775,1066,2,0,1036,389,389,389,387,387,0,1,39000,39,39,39,9,775,9,775,39000,39,39000,39,848707,39,8740143,0
12200,387116,39000,39000,0,0,0,0,0,848707,39,387077,39,389,389,775,1463,2,0,1036,389,389,389,387,387,10,1,39000,39,39,39,9,775,9,775,39000,39,39000,39,848707,39,8749274,0
12210,387325,39000,39000,0,0,0,0,0,848707,39,387286,39,389,389,776,673,1,1000,583,389,389,389,388,388,20,1,39000,39,39,39,9,776,9,776,39000,39,39000,39,848707,39,8754104,0
12220,387713,39000,39000,0,0,0,0,0,848707,39,387674,39,390,390,777,1061,2,0,1010,390,390,390,388,388,0,1,39000,39,39,39,9,777,9,777,39000,39,39000,39,848707,39,8763028,0
12230,388100,39000,39000,0,0,0,0,0,848707,39,388061,39,390,390,777,1448,2,0,1010,390,390,390,388,388,10,1,39000,39,39,39,9,777,9,777,39000,39,39000,39,848707,39,8771929,0
12240,388491,39000,39000,0,0,0,0,0,848707,39,388452,39,390,390,777,1839,2,0,1010,390,390,390,388,388,20,1,39000,39,39,39,9,777,9,777,39000,39,39000,39,848707,39,8780922,0
12250,388644,39000,39000,0,0,0,0,0,848707,39,388605,39,390,390,778,993,1,1000,911,390,390,390,389,389,30,1,39000,39,39,39,9,778,9,778,39000,39,39000,39,848707,39,8784464,0
12260,389034,39000,39000,0,0,0,0,0,848707,39,388995,39,391,391,779,1383,2,0,1134,391,391,391,389,389,6,1,39000,39,39,39,9,779,9,779,39000,39,39000,39,848707,39,8793434,0
12270,389428,39000,39000,0,0,0,0,0,848707,39,389389,39,391,391,779,1777,2,0,1134,391,391,391,389,389,16,1,39000,39,39,39,9,779,9,779,39000,39,39000,39,848707,39,8802496,0
12280,389622,39000,39000,0,0,0,0,0,848707,39,389583,39,391,391,780,972,1,1000,859,391,391,391,390,390,26,1,39000,39,39,39,9,780,9,780,39000,39,39000,39,848707,39,8806981,0
12290,390012,39000,39000,0,0,0,0,0,848707,39,389973,39,392,392,781,1362,2,0,1024,392,392,392,390,390,8,1,39000,39,39,39,9,781,9,781,39000,39,39000,39,848707,39,8815974,0
12300,390389,39000,39000,0,0,0,0,0,848707,39,390350,39,392,392,782,740,1,1000,734,392,392,392,391,391,18,1,39000,39,39,39,9,782,9,782,39000,39,39000,39,848707,39,8824645,0
12310,390572,39000,39000,0,0,0,0,0,848707,39,390533,39,392,392,782,923,1,1000,734,392,392,392,391,391,27,1,39000,39,39,39,9,782,9,782,39000,39,39000,39,848707,39,8828854,0
12320,390940,39000,39000,0,0,0,0,0,848707,39,390901,39,393,393,783,1291,2,0,1052,393,393,393,391,391,6,1,39000,39,39,39,9,783,9,783,39000,39,39000,39,848707,39,8837318,0
12330,391329,39000,39000,0,0,0,0,0,848707,39,391290,39,393,393,783,1680,2,0,1052,393,393,393,391,391,16,1,39000,39,39,39,9,783,9,783,39000,39,39000,39,848707,39,8846265,0
12340,391532,39000,39000,0,0,0,0,0,848707,39,391493,39,393,393,784,884,1,1000,699,393,393,393,392,392,26,1,39000,39,39,39,9,784,9,784,39000,39,39000,39,848707,39,8850957,0
12350,391916,39000,39000,0,0,0,0,0,848707,39,391877,39,394,394,785,1268,2,0,1017,394,394,394,392,392,6,1,39000,39,39,39,9,785,9,785,39000,39,39000,39,848707,39,8859789,0
12360,392207,39000,39000,0,0,0,0,0,848707,39,392168,39,394,394,786,560,1,1000,544,394,394,394,393,393,16,1,39000,39,39,39,9,786,9,786,39000,39,39000,39,848707,39,8866505,0
12370,392479,39000,39000,0,0,0,0,0,848707,39,392440,39,394,394,786,832,1,1000,544,394,394,394,393,393,24,1,39000,39,39,39,9,786,9,786,39000,39,39000,39,848707,39,8872761,0
12380,392866,39000,39000,0,0,0,0,0,848707,39,392827,39,395,395,787,1219,2,0,1065,395,395,395,393,393,4,1,39000,39,39,39,9,787,9,787,39000,39,39000,39,848707,39,8881662,0
12390,393251,39000,39000,0,0,0,0,0,848707,39,393212,39,395,395,787,1604,2,0,1065,395,395,395,393,393,14,1,39000,39,39,39,9,787,9,787,39000,39,39000,39,848707,39,8890517,0
12400,393544,39000,39000,0,0,0,0,0,848707,39,393505,39,395,395,788,898,1,1000,895,395,395,395,394,394,22,1,39000,39,39,39,9,788,9,788,39000,39,39000,39,848707,39,8897279,0
12410,393836,39000,39000,0,0,0,0,0,848707,39,393797,39,396,396,789,1190,2,0,1040,396,396,396,394,394,4,1,39000,39,39,39,9,789,9,789,39000,39,39000,39,848707,39,8903995,0
12420,394232,39000,39000,0,0,0,0,0,848707,39,394193,39,396,396,789,1586,2,0,1040,396,396,396,394,394,14,1,39000,39,39,39,9,789,9,789,39000,39,39000,39,848707,39,8913103,0
12430,394464,39000,39000,0,0,0,0,0,848707,39,394425,39,396,396,790,819,1,1000,814,396,396,396,395,395,22,1,39000,39,39,39,9,790,9,790,39000,39,39000,39,848707,39,8918462,0
12440,394778,39000,39000,0,0,0,0,0,848707,39,394739,39,397,397,791,1133,2,0,1001,397,397,397,395,395,2,1,39000,39,39,39,9,791,9,791,39000,39,39000,39,848707,39,8925684,0
12450,395179,39000,39000,0,0,0,0,0,848707,39,395140,39,397,397,791,1534,2,0,1001,397,397,397,395,395,12,1,39000,39,39,39,9,791,9,791,39000,39,39000,39,848707,39,8934930,0
12460,395377,39000,39000,0,0,0,0,0,848707,39,395338,39,397,397,792,733,1,1000,672,397,397,397,396,396,22,1,39000,39,39,39,9,792,9,792,39000,39,39000,39,848707,39,8939484,0
12470,395765,39000,39000,0,0,0,0,0,848707,39,395726,39,398,398,793,1121,2,0,1066,398,398,398,396,396,0,1,39000,39,39,39,9,793,9,793,39000,39,39000,39,848707,39,8948431,0
12480,396163,39000,39000,0,0,0,0,0,848707,39,396124,39,398,398,793,1519,2,0,1066,398,398,398,396,396,10,1,39000,39,39,39,9,793,9,793,39000,39,39000,39,848707,39,8957562,0
12490,396369,39000,39000,0,0,0,0,0,848707,39,396330,39,398,398,794,726,1,1000,551,398,398,398,397,397,20,1,39000,39,39,39,9,794,9,794,39000,39,39000,39,848707,39,8962323,0
12500,396721,39000,39000,0,0,0,0,0,848707,39,396682,39,399,399,795,1078,2,0,1040,399,399,399,397,397,0,1,39000,39,39,39,9,795,9,795,39000,39,39000,39,848707,39,8970419,0
12510,397110,39000,39000,0,0,0,0,0,848707,39,397071,39,399,399,795,1467,2,0,1040,399,399,399,397,397,10,1,39000,39,39,39,9,795,9,795,39000,39,39000,39,848707,39,8979366,0
12520,397502,39000,39000,0,0,0,0,0,848707,39,397463,39,399,399,795,1859,2,0,1040,399,399,399,397,397,20,1,39000,39,39,39,9,795,9,795,39000,39,39000,39,848707,39,8988382,0
12530,397704,39000,39000,0,0,0,0,0,848707,39,397665,39,400,400,797,1062,2,0,1007,400,400,400,398,398,0,1,39000,39,39,39,9,797,9,797,39000,39,39000,39,848707,39,8993074,0
12540,398094,39000,39000,0,0,0,0,0,848707,39,398055,39,400,400,797,1452,2,0,1007,400,400,400,398,398,10,1,39000,39,39,39,9,797,9,797,39000,39,39000,39,848707,39,9002021,0
12550,398426,39000,39000,0,0,0,0,0,848707,39,398387,39,400,400,798,785,1,1000,775,400,400,400,399,399,20,1,39000,39,39,39,9,798,9,798,39000,39,39000,39,848707,39,9009680,0
12560,398647,39000,39000,0,0,0,0,0,848707,39,398608,39,400,400,798,1006,2,1000,775,400,401,400,399,399,30,1,39000,39,39,39,9,798,9,798,39000,39,39000,39,848707,39,9014763,0
12570,399041,39000,39000,0,0,0,0,0,848707,39,399002,39,401,401,799,1400,2,0,1072,401,401,401,399,399,8,1,39000,39,39,39,9,799,9,799,39000,39,39000,39,848707,39,9023825,0
12580,399298,39000,39000,0,0,0,0,0,848707,39,399259,39,401,401,800,658,1,1000,656,401,401,401,400,400,18,1,39000,39,39,39,9,800,9,800,39000,39,39000,39,848707,39,9029759,0
12590,399630,39000,39000,0,0,0,0,0,848707,39,399591,39,401,401,800,990,1,1000,656,401,401,401,400,400,28,1,39000,39,39,39,9,800,9,800,39000,39,39000,39,848707,39,9037395,0
12600,400017,39000,39000,0,0,0,0,0,848707,39,399978,39,402,402,801,1377,2,0,1037,402,402,402,400,400,8,1,39000,39,39,39,9,801,9,801,39000,39,39000,39,848707,39,9046296,0
12610,400102,39000,39000,0,0,0,0,0,848707,39,400063,39,402,402,802,463,1,1000,378,402,402,402,401,401,18,1,39000,39,39,39,9,802,9,802,39000,39,39000,39,848707,39,9048320,0
12620,400455,39000,39000,0,0,0,0,0,848707,39,400416,39,402,402,802,816,1,1000,378,402,402,402,401,401,26,1,39000,39,39,39,9,802,9,802,39000,39,39000,39,848707,39,9056393,0
12630,400835,39000,39000,0,0,0,0,0,848707,39,400796,39,403,403,803,1196,2,0,1046,403,403,403,401,401,4,1,39000,39,39,39,9,803,9,803,39000,39,39000,39,848707,39,9065133,0
12640,401215,39000,39000,0,0,0,0,0,848707,39,401176,39,403,403,803,1576,2,0,1046,403,403,403,401,401,14,1,39000,39,39,39,9,803,9,803,39000,39,39000,39,848707,39,9073873,0
12650,401414,39000,39000,0,0,0,0,0,848707,39,401375,39,403,403,804,776,1,1000,716,403,403,403,402,402,24,1,39000,39,39,39,9,804,9,804,39000,39,39000,39,848707,39,9078496,0
12660,401810,39000,39000,0,0,0,0,0,848707,39,401771,39,404,404,805,1172,2,0,1071,404,404,404,402,402,2,1,39000,39,39,39,9,805,9,805,39000,39,39000,39,848707,39,9087581,0
12670,402196,39000,39000,0,0,0,0,0,848707,39,402157,39,404,404,805,1558,2,0,1071,404,404,404,402,402,12,1,39000,39,39,39,9,805,9,805,39000,39,39000,39,848707,39,9096459,0
12680,402366,39000,39000,0,0,0,0,0,848707,39,402327,39,404,404,806,729,1,1000,584,404,404,404,403,403,20,1,39000,39,39,39,9,806,9,806,39000,39,39000,39,848707,39,9100392,0
12690,402753,39000,39000,0,0,0,0,0,848707,39,402714,39,405,405,807,1116,2,0,1057,405,405,405,403,403,0,1,39000,39,39,39,9,807,9,807,39000,39,39000,39,848707,39,9109293,0
12700,403143,39000,39000,0,0,0,0,0,848707,39,403104,39,405,405,807,1506,2,0,1057,405,405,405,403,403,10,1,39000,39,39,39,9,807,9,807,39000,39,39000,39,848707,39,9118263,0
12710,403536,39000,39000,0,0,0,0,0,848707,39,403497,39,405,405,807,1899,2,0,1057,405,405,405,403,403,20,1,39000,39,39,39,9,807,9,807,39000,39,39000,39,848707,39,9127325,0
12720,403743,39000,39000,0,0,0,0,0,848707,39,403704,39,406,406,809,1107,2,0,1026,406,406,406,404,404,0,1,39000,39,39,39,9,809,9,809,39000,39,39000,39,848707,39,9132086,0
12730,404127,39000,39000,0,0,0,0,0,848707,39,404088,39,406,406,809,1491,2,0,1026,406,406,406,404,404,12,1,39000,39,39,39,9,809,9,809,39000,39,39000,39,848707,39,9140918,0
12741,404331,39000,39000,0,0,0,0,0,848707,39,404292,39,406,406,810,696,1,1000,670,406,406,406,405,405,20,1,39000,39,39,39,9,810,9,810,39000,39,39000,39,848707,39,9145633,0
12750,404689,39000,39000,0,0,0,0,0,848707,39,404650,39,407,407,811,1054,2,0,1017,407,407,407,405,405,0,1,39000,39,39,39,9,811,9,811,39000,39,39000,39,848707,39,9153867,0
12760,405086,39000,39000,0,0,0,0,0,848707,39,405047,39,407,407,811,1451,2,0,1017,407,407,407,405,405,10,1,39000,39,39,39,9,811,9,811,39000,39,39000,39,848707,39,9162998,0
12770,405357,39000,39000,0,0,0,0,0,848707,39,405318,39,407,407,812,723,1,1000,716,407,407,407,406,406,20,1,39000,39,39,39,9,812,9,812,39000,39,39000,39,848707,39,9169254,0
12780,405681,39000,39000,0,0,0,0,0,848707,39,405642,39,407,407,812,1047,2,1000,716,407,408,407,406,406,30,1,39000,39,39,39,9,812,9,812,39000,39,39000,39,848707,39,9176706,0
12790,406078,39000,39000,0,0,0,0,0,848707,39,406039,39,408,408,813,1444,2,0,1068,408,408,408,406,406,8,1,39000,39,39,39,9,813,9,813,39000,39,39000,39,848707,39,9185837,0
12800,406278,39000,39000,0,0,0,0,0,848707,39,406239,39,408,408,814,645,1,1000,598,408,408,408,407,407,18,1,39000,39,39,39,9,814,9,814,39000,39,39000,39,848707,39,9190460,0
12810,406634,39000,39000,0,0,0,0,0,848707,39,406595,39,408,408,814,1001,2,1000,598,408,409,408,407,407,28,1,39000,39,39,39,9,814,9,814,39000,39,39000,39,848707,39,9198648,0
12820,407022,39000,39000,0,0,0,0,0,848707,39,406983,39,409,409,815,1389,2,0,1139,409,409,409,407,407,6,1,39000,39,39,39,9,815,9,815,39000,39,39000,39,848707,39,9207572,0
12830,407228,39000,39000,0,0,0,0,0,848707,39,407189,39,409,409,816,596,1,1000,516,409,409,409,408,408,16,1,39000,39,39,39,9,816,9,816,39000,39,39000,39,848707,39,9212333,0
12840,407619,39000,39000,0,0,0,0,0,848707,39,407580,39,409,409,816,987,1,1000,516,409,409,409,408,408,26,1,39000,39,39,39,9,816,9,816,39000,39,39000,39,848707,39,9221326,0
12850,408006,39000,39000,0,0,0,0,0,848707,39,407967,39,410,410,817,1375,2,0,1026,410,410,410,408,408,8,1,39000,39,39,39,9,817,9,817,39000,39,39000,39,848707,39,9230250,0
12860,408396,39000,39000,0,0,0,0,0,848707,39,408357,39,410,410,817,1764,2,0,1026,410,410,410,408,408,18,1,39000,39,39,39,9,817,9,817,39000,39,39000,39,848707,39,9239197,0
12870,408561,39000,39000,0,0,0,0,0,848707,39,408522,39,410,410,818,930,1,1000,851,410,410,410,409,409,28,1,39000,39,39,39,9,818,9,818,39000,39,39000,39,848707,39,9243015,0
12880,408956,39000,39000,0,0,0,0,0,848707,39,408917,39,411,411,819,1325,2,0,1075,411,411,411,409,409,6,1,39000,39,39,39,9,819,9,819,39000,39,39000,39,848707,39,9252100,0
