elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50
400,13173,12000,12000,0,0,0,0,0,250357,12,13161,12,15,15,27,1173,2,0,1019,15,15,15,13,13,4,1,12000,12,12,12,0,27,0,27,12000,12,12000,12,250357,12,274990,999.9447405703887
410,13549,12000,12000,0,0,0,0,0,250357,12,13537,12,15,15,27,1549,2,0,1019,15,15,15,13,13,14,1,12000,12,12,12,0,27,0,27,12000,12,12000,12,250357,12,282907,999.9447405703887
420,13924,12000,12000,0,0,0,0,0,250357,12,13912,12,15,15,27,1924,2,0,1019,15,15,15,13,13,24,1,12000,12,12,12,0,27,0,27,12000,12,12000,12,250357,12,290761,999.9447405703887
430,14119,13000,13000,0,0,0,0,0,271357,13,14106,13,16,16,29,1119,2,0,1003,16,16,16,14,14,4,1,13000,13,13,13,0,29,0,29,13000,13,13000,13,271357,13,294877,999.9447405703887
440,14492,13000,13000,0,0,0,0,0,271357,13,14479,13,16,16,29,1492,2,0,1003,16,16,16,14,14,14,1,13000,13,13,13,0,29,0,29,13000,13,13000,13,271357,13,302689,999.9447405703887
450,14704,14000,14000,0,0,0,0,0,292357,14,14690,14,16,16,30,704,1,1000,548,16,16,16,15,15,24,1,14000,14,14,14,0,30,0,30,14000,14,14000,14,292357,14,307197,999.9447405703887
460,15075,14000,14000,0,0,0,0,0,292357,14,15061,14,17,17,31,1075,2,0,1071,17,17,17,15,15,0,1,14000,14,14,14,0,31,0,31,14000,14,14000,14,292357,14,315403,999.9447405703887
470,15453,14000,14000,0,0,0,0,0,292357,14,15439,14,17,17,31,1453,2,0,1071,17,17,17,15,15,10,1,14000,14,14,14,0,31,0,31,14000,14,14000,14,292357,14,323675,999.9447405703887
480,15728,14000,14000,0,0,0,0,0,292357,14,15714,14,17,17,32,729,1,1000,724,17,17,17,16,16,18,1,14000,14,14,14,0,32,0,32,14000,14,14000,14,292357,14,329747,999.9447405703887
490,15996,15000,15000,0,0,0,0,0,313709,15,15981,15,17,17,32,996,1,1000,724,17,17,17,16,16,28,1,15000,15,15,15,0,32,0,32,15000,15,15000,15,313709,15,335621,999.9447405703887
500,16380,15000,15000,0,0,0,0,0,313709,15,16365,15,18,18,33,1380,2,0,1009,18,18,18,16,16,8,1,15000,15,15,15,0,33,0,33,15000,15,15000,15,313709,15,344069,999.9447405703887
510,16750,15000,15000,0,0,0,0,0,313709,15,16735,15,18,18,33,1750,2,0,1009,18,18,18,16,16,18,1,15000,15,15,15,0,33,0,33,15000,15,15000,15,313709,15,352209,999.9447405703887
520,16978,16000,16000,0,0,0,0,0,335709,16,16962,16,18,18,34,978,1,1000,884,18,18,18,17,17,30,1,16000,16,16,16,0,34,0,34,16000,16,16000,16,335709,16,357225,999.9447405703887
530,17309,16000,16000,0,0,0,0,0,335709,16,17293,16,19,19,35,1309,2,0,1050,19,19,19,17,17,6,1,16000,16,16,16,0,35,0,35,16000,16,16000,16,335709,16,364529,999.9447405703887
540,17687,16000,16000,0,0,0,0,0,335709,16,17671,16,19,19,35,1687,2,0,1050,19,19,19,17,17,16,1,16000,16,16,16,0,35,0,35,16000,16,16000,16,335709,16,372823,999.9447405703887
550,18047,16000,16000,0,0,0,0,0,335709,16,18031,16,20,20,37,1048,2,1000,1039,20,20,20,18,18,0,1,16000,16,16,16,0,37,0,37,16000,16,16000,16,335709,16,380765,999.9447405703887
560,18269,17000,17000,0,0,0,0,0,357709,17,18252,17,20,20,37,1269,2,1000,1039,20,20,20,18,18,10,1,17000,17,17,17,0,37,0,37,17000,17,17000,17,357709,17,385627,999.9447405703887
570,18579,17000,17000,0,0,0,0,0,357709,17,18562,17,20,20,38,580,1,1000,567,20,20,20,19,19,20,1,17000,17,17,17,0,38,0,38,17000,17,17000,17,357709,17,392469,999.9447405703887
580,18865,18000,18000,0,0,0,0,0,379709,18,18847,18,20,20,38,865,1,1000,567,20,20,20,19,19,30,1,18000,18,18,18,0,38,0,38,18000,18,18000,18,379709,18,398739,999.9447405703887
590,19202,18000,18000,0,0,0,0,0,379709,18,19184,18,21,21,39,1202,2,0,1013,21,21,21,19,19,4,1,18000,18,18,18,0,39,0,39,18000,18,18000,18,379709,18,406153,999.9447405703887
600,19574,18000,18000,0,0,0,0,0,379709,18,19556,18,21,21,39,1574,2,0,1013,21,21,21,19,19,14,1,18000,18,18,18,0,39,0,39,18000,18,18000,18,379709,18,414337,999.9447405703887
610,19669,18000,18000,0,0,0,0,0,379709,18,19651,18,21,21,40,670,1,1000,600,21,21,21,20,20,24,1,18000,18,18,18,0,40,0,40,18000,18,18000,18,379709,18,416449,999.9447405703887
620,20038,18000,18000,0,0,0,0,0,379709,18,20020,18,22,22,41,1039,2,0,1016,22,22,22,20,20,0,1,18000,18,18,18,0,41,0,41,18000,18,18000,18,379709,18,424567,999.9447405703887
630,20407,18000,18000,0,0,0,0,0,379709,18,20389,18,22,22,41,1408,2,0,1016,22,22,22,20,20,10,1,18000,18,18,18,0,41,0,41,18000,18,18000,18,379709,18,432685,0
640,20663,18000,18000,0,0,0,0,0,379709,18,20645,18,22,22,42,665,1,1000,657,22,22,22,21,21,18,1,18000,18,18,18,0,42,0,42,18000,18,18000,18,379709,18,438339,0
650,20996,19000,19000,0,0,0,0,0,401709,19,20977,19,22,22,42,997,1,1000,657,22,22,22,21,21,30,1,19000,19,19,19,0,42,0,42,19000,19,19000,19,401709,19,445665,999.9447405703887
660,21395,19000,19000,0,0,0,0,0,401709,19,21376,19,23,23,43,1396,2,0,1077,23,23,23,21,21,8,1,19000,19,19,19,0,43,0,43,19000,19,19000,19,401709,19,454421,999.9447405703887
670,21788,19000,19000,0,0,0,0,0,401709,19,21769,19,23,23,44,790,1,1000,785,23,23,23,22,22,18,1,19000,19,19,19,0,44,0,44,19000,19,19000,19,401709,19,463089,999.9447405703887
680,22039,20000,20000,0,0,0,0,0,423709,20,22019,20,24,24,45,1040,2,0,1020,24,24,24,22,22,0,1,20000,20,20,20,0,45,0,45,20000,20,20000,20,423709,20,468633,999.9447405703887
690,22440,20000,20000,0,0,0,0,0,423709,20,22420,20,24,24,45,1441,2,0,1020,24,24,24,22,22,10,1,20000,20,20,20,0,45,0,45,20000,20,20000,20,423709,20,477411,999.9447405703887
700,22794,20000,20000,0,0,0,0,0,423709,20,22774,20,24,24,45,1795,2,0,1020,24,24,24,22,22,18,1,20000,20,20,20,0,45,0,45,20000,20,20000,20,423709,20,485199,999.9447405703887
710,23027,21000,21000,0,0,0,0,0,445709,21,23006,21,24,24,46,1028,2,1000,935,24,25,24,23,23,28,1,21000,21,21,21,0,46,0,46,21000,21,21000,21,445709,21,490325,999.9447405703887
720,23407,21000,21000,0,0,0,0,0,445709,21,23386,21,25,25,47,1408,2,0,1033,25,25,25,23,23,8,1,21000,21,21,21,0,47,0,47,21000,21,21000,21,445709,21,498685,999.9447405703887
730,23788,21000,21000,0,0,0,0,0,445709,21,23767,21,25,25,47,1789,2,0,1033,25,25,25,23,23,20,1,21000,21,21,21,0,47,0,47,21000,21,21000,21,445709,21,507067,999.9447405703887
740,23982,22000,22000,0,0,0,0,0,467709,22,23960,22,25,25,48,983,1,1000,923,25,25,25,24,24,30,1,22000,22,22,22,0,48,0,48,22000,22,22000,22,467709,22,511335,999.9447405703887
750,24320,22000,22000,0,0,0,0,0,467709,22,24298,22,26,26,49,1321,2,0,1044,26,26,26,24,24,6,1,22000,22,22,22,0,49,0,49,22000,22,22000,22,467709,22,518793,999.9447405703887
760,24698,22000,22000,0,0,0,0,0,467709,22,24676,22,26,26,49,1699,2,0,1044,26,26,26,24,24,16,1,22000,22,22,22,0,49,0,49,22000,22,22000,22,467709,22,527087,999.9447405703887
770,25077,22000,22000,0,0,0,0,0,467709,22,25055,22,27,27,50,2078,3,0,2003,27,27,27,24,24,0,1,22000,22,22,22,0,50,0,50,22000,22,22000,22,467709,22,535425,999.9447405703887
780,25282,23000,23000,0,0,0,0,0,489709,23,25259,23,27,27,51,1283,2,1000,1157,27,27,27,25,25,10,1,23000,23,23,23,0,51,0,51,23000,23,23000,23,489709,23,539935,999.9447405703887
790,25662,23000,23000,0,0,0,0,0,489709,23,25639,23,27,27,51,1663,2,1000,1157,27,27,27,25,25,22,1,23000,23,23,23,0,51,0,51,23000,23,23000,23,489709,23,548295,999.9447405703887
800,25859,24000,24000,0,0,0,0,0,511709,24,25835,24,27,27,52,860,1,1000,677,27,27,27,26,26,30,1,24000,24,24,24,0,52,0,52,24000,24,24000,24,511709,24,552651,999.9447405703887
810,26239,24000,24000,0,0,0,0,0,511709,24,26215,24,28,28,53,1240,2,0,1031,28,28,28,26,26,4,1,24000,24,24,24,0,53,0,53,24000,24,24000,24,511709,24,560989,999.9447405703887
820,26614,24000,24000,0,0,0,0,0,511709,24,26590,24,28,28,53,1615,2,0,1031,28,28,28,26,26,14,1,24000,24,24,24,0,53,0,53,24000,24,24000,24,511709,24,569239,999.9447405703887
830,26858,24000,24000,0,0,0,0,0,511709,24,26834,24,28,28,54,860,1,1000,854,28,28,28,27,27,24,1,24000,24,24,24,0,54,0,54,24000,24,24000,24,511709,24,574629,999.9447405703887
840,27187,25000,25000,0,0,0,0,0,533709,25,27162,25,29,29,55,1188,2,0,1044,29,29,29,27,27,4,1,25000,25,25,25,0,55,0,55,25000,25,25000,25,533709,25,581867,999.9447405703887
850,27549,25000,25000,0,0,0,0,0,533709,25,27524,25,29,29,55,1550,2,0,1044,29,29,29,27,27,12,1,25000,25,25,25,0,55,0,55,25000,25,25000,25,533709,25,589831,999.9447405703887
860,27949,25000,25000,0,0,0,0,0,533709,25,27924,25,29,29,55,1950,2,0,1044,29,29,29,27,27,22,1,25000,25,25,25,0,55,0,55,25000,25,25000,25,533709,25,598609,999.9447405703887
870,28171,26000,26000,0,0,0,0,0,555709,26,28145,26,30,30,57,1172,2,0,1049,30,30,30,28,28,2,1,26000,26,26,26,0,57,0,57,26000,26,26000,26,555709,26,603493,999.9447405703887
880,28565,26000,26000,0,0,0,0,0,555709,26,28539,26,30,30,57,1566,2,0,1049,30,30,30,28,28,12,1,26000,26,26,26,0,57,0,57,26000,26,26000,26,555709,26,612161,999.9447405703887
890,28773,27000,27000,0,0,0,0,0,577709,27,28746,27,30,30,58,774,1,1000,761,30,30,30,29,29,22,1,27000,27,27,27,0,58,0,58,27000,27,27000,27,577709,27,616737,999.9447405703887
900,29156,27000,27000,0,0,0,0,0,577709,27,29129,27,31,31,59,1157,2,0,1014,31,31,31,29,29,2,1,27000,27,27,27,0,59,0,59,27000,27,27000,27,577709,27,625163,999.9447405703887
910,29395,27000,27000,0,0,0,0,0,577709,27,29368,27,31,31,59,1396,2,0,1014,31,31,31,29,29,12,1,27000,27,27,27,0,59,0,59,27000,27,27000,27,577709,27,630443,999.9447405703887
920,29605,28000,28000,0,0,0,0,0,599709,28,29577,28,31,31,60,606,1,1000,466,31,31,31,30,30,23,1,28000,28,28,28,0,60,0,60,28000,28,28000,28,599709,28,635041,999.9447405703887
930,29996,28000,28000,0,0,0,0,0,599709,28,29968,28,31,31,60,997,1,1000,466,31,31,31,30,30,33,1,28000,28,28,28,0,60,0,60,28000,28,28000,28,599709,28,643643,999.9447405703887
940,30391,28000,28000,0,0,0,0,0,599709,28,30363,28,32,32,61,1392,2,0,1064,32,32,32,30,30,8,1,28000,28,28,28,0,61,0,61,28000,28,28000,28,599709,28,652333,999.9447405703887
950,30788,28000,28000,0,0,0,0,0,599709,28,30760,28,32,32,61,1789,2,0,1064,32,32,32,30,30,18,1,28000,28,28,28,0,61,0,61,28000,28,28000,28,599709,28,661067,999.9447405703887
961,31183,28000,28000,0,0,0,0,0,599709,28,31155,28,33,33,63,1185,2,1000,1181,33,33,33,31,31,2,1,28000,28,28,28,0,63,0,63,28000,28,28000,28,599709,28,669779,999.9447405703887
970,31379,29000,29000,0,0,0,0,0,621709,29,31350,29,33,33,63,1380,2,1000,1181,33,33,33,31,31,10,1,29000,29,29,29,0,63,0,63,29000,29,29000,29,621709,29,674069,999.9447405703887
980,31740,29000,29000,0,0,0,0,0,621709,29,31711,29,33,33,64,742,1,1000,731,33,33,33,32,32,22,1,29000,29,29,29,0,64,0,64,29000,29,29000,29,621709,29,682033,999.9447405703887
990,31992,30000,30000,0,0,0,0,0,643709,30,31962,30,33,33,64,993,1,1000,731,33,33,33,32,32,32,1,30000,30,30,30,0,64,0,64,30000,30,30000,30,643709,30,687555,999.9447405703887
1000,32381,30000,30000,0,0,0,0,0,643709,30,32351,30,34,34,65,1382,2,0,1066,34,34,34,32,32,8,1,30000,30,30,30,0,65,0,65,30000,30,30000,30,643709,30,696135,999.9447405703887
1010,32753,30000,30000,0,0,0,0,0,643709,30,32723,30,34,34,65,1754,2,0,1066,34,34,34,32,32,18,1,30000,30,30,30,0,65,0,65,30000,30,30000,30,643709,30,704297,999.9447405703887
1020,32913,30000,30000,0,0,0,0,0,643709,30,32883,30,34,34,66,915,1,1000,891,34,34,34,33,33,26,1,30000,30,30,30,0,66,0,66,30000,30,30000,30,643709,30,707839,999.9447405703887
1030,33272,30000,30000,0,0,0,0,0,643709,30,33242,30,35,35,67,1274,2,0,1010,35,35,35,33,33,6,1,30000,30,30,30,0,67,0,67,30000,30,30000,30,643709,30,715737,0
1040,33659,30000,30000,0,0,0,0,0,643709,30,33629,30,35,35,67,1661,2,0,1010,35,35,35,33,33,16,1,30000,30,30,30,0,67,0,67,30000,30,30000,30,643709,30,724251,0
1050,33998,30000,30000,0,0,0,0,0,643709,30,33968,30,36,36,69,1001,2,0,1001,36,36,36,34,34,0,1,30000,30,30,30,0,69,0,69,30000,30,30000,30,643709,30,731731,0
1060,34292,31000,31000,0,0,0,0,0,665709,31,34261,31,36,36,69,1294,2,0,1001,36,36,36,34,34,10,1,31000,31,31,31,0,69,0,69,31000,31,31000,31,665709,31,738177,999.9447405703887
1070,34513,32000,32000,0,0,0,0,0,687709,32,34481,32,36,36,70,515,1,1000,506,36,36,36,35,35,20,1,32000,32,32,32,0,70,0,70,32000,32,32000,32,687709,32,743039,999.9447405703887
1080,34859,32000,32000,0,0,0,0,0,687709,32,34827,32,36,36,70,861,1,1000,506,36,36,36,35,35,28,1,32000,32,32,32,0,70,0,70,32000,32,32000,32,687709,32,750651,999.9447405703887
1090,35257,32000,32000,0,0,0,0,0,687709,32,35225,32,37,37,71,1259,2,0,1041,37,37,37,35,35,4,1,32000,32,32,32,0,71,0,71,32000,32,32000,32,687709,32,759407,999.9447405703887
1100,35620,32000,32000,0,0,0,0,0,687709,32,35588,32,37,37,72,623,1,1000,621,37,37,37,36,36,14,1,32000,32,32,32,0,72,0,72,32000,32,32000,32,687709,32,767415,999.9447405703887
1110,35875,33000,33000,0,0,0,0,0,709709,33,35842,33,37,37,72,877,1,1000,621,37,37,37,36,36,24,1,33000,33,33,33,0,72,0,72,33000,33,33000,33,709709,33,773025,999.9447405703887
1120,36269,33000,33000,0,0,0,0,0,709709,33,36236,33,38,38,73,1271,2,0,1039,38,38,38,36,36,4,1,33000,33,33,33,0,73,0,73,33000,33,33000,33,709709,33,781671,999.9447405703887
1130,36672,33000,33000,0,0,0,0,0,709709,33,36639,33,38,38,73,1674,2,0,1039,38,38,38,36,36,14,1,33000,33,33,33,0,73,0,73,33000,33,33000,33,709709,33,790537,999.9447405703887
1140,36870,34000,34000,0,0,0,0,0,731709,34,36836,34,38,38,74,872,1,1000,741,38,38,38,37,37,24,1,34000,34,34,34,0,74,0,74,34000,34,34000,34,731709,34,794893,999.9447405703887
1150,37266,34000,34000,0,0,0,0,0,731709,34,37232,34,39,39,75,1268,2,0,1066,39,39,39,37,37,4,1,34000,34,34,34,0,75,0,75,34000,34,34000,34,731709,34,803605,999.9447405703887
1160,37659,34000,34000,0,0,0,0,0,731709,34,37625,34,39,39,75,1661,2,0,1066,39,39,39,37,37,14,1,34000,34,34,34,0,75,0,75,34000,34,34000,34,731709,34,812273,999.9447405703887
1170,37887,35000,35000,0,0,0,0,0,753709,35,37852,35,39,39,76,889,1,1000,871,39,39,39,38,38,24,1,35000,35,35,35,0,76,0,76,35000,35,35000,35,753709,35,817289,999.9447405703887
1180,38286,35000,35000,0,0,0,0,0,753709,35,38251,35,40,40,77,1288,2,0,1059,40,40,40,38,38,4,1,35000,35,35,35,0,77,0,77,35000,35,35000,35,753709,35,826045,999.9447405703887
1190,38688,35000,35000,0,0,0,0,0,753709,35,38653,35,40,40,77,1690,2,0,1059,40,40,40,38,38,14,1,35000,35,35,35,0,77,0,77,35000,35,35000,35,753709,35,834889,999.9447405703887
1200,38978,35000,35000,0,0,0,0,0,753709,35,38943,35,40,40,78,981,1,1000,974,40,40,40,39,39,24,1,35000,35,35,35,0,78,0,78,35000,35,35000,35,753709,35,841291,999.9447405703887
